dispositivo_id,usuario_id,tipo_dispositivo,sistema_operativo,version_app,fecha_registro_dispositivo
D00985,U00596,Smart TV,Android TV,7.2,2025-04-22
D00986,U00597,Smart TV,webOS,7.1,2025-09-16
D00987,U00598,Móvil,Android,7.0,2024-01-18
D00988,U00598,Smart TV,Android TV,7.1,2024-02-14
D00989,U00598,Tablet,iPadOS,6.9,2023-11-09
D00990,U00599,Tablet,Android,7.0,2025-08-24
D00991,U00599,Smart TV,Roku OS,7.0,2025-04-06
D00992,U00599,Móvil,Android,6.9,2025-01-24
D00993,U00600,Tablet,iPadOS,7.2,2024-08-18
D00994,U00600,Móvil,iOS,7.1,2025-10-27
D00995,U00601,Tablet,Android,7.2,2025-07-29
D00996,U00601,Móvil,iOS,7.2,2024-07-17
D00997,U00602,Computador,Windows,7.1,2025-10-15
D00998,U00602,Móvil,Android,6.8,2025-10-28
D00999,U00603,Smart TV,Android TV,7.1,2024-12-08
D01000,U00603,Tablet,Android,7.1,2023-12-06
D01001,U00604,Computador,Linux,7.2,2023-08-08
D01002,U00604,Smart TV,webOS,7.2,2024-12-06
D01003,U00605,Computador,macOS,7.0,2025-11-08
D01004,U00605,Móvil,Android,7.1,2025-06-30
D01005,U00606,Tablet,Android,7.0,2025-08-31
D01006,U00606,Computador,Linux,7.1,2025-08-02
D01007,U00607,Tablet,Android,7.2,2025-02-09
D01008,U00607,Móvil,iOS,7.2,2024-05-21
D01009,U00608,Tablet,Android,7.2,2025-11-06
D01010,U00608,Computador,Windows,7.1,2025-10-07
D01011,U00609,Smart TV,Android TV,7.2,2025-06-20
D01012,U00610,Smart TV,Android TV,7.2,2025-07-20
D01013,U00610,Móvil,iOS,7.2,2024-10-21
D01014,U00611,Smart TV,webOS,7.2,2024-12-22
D01015,U00611,Computador,Windows,7.2,2025-10-02
D01016,U00612,Tablet,Android,7.1,2024-12-06
D01017,U00612,Smart TV,webOS,7.1,2025-04-20
D01018,U00613,Smart TV,Android TV,7.1,2024-09-30
D01019,U00613,Móvil,iOS,7.1,2025-11-25
D01020,U00614,Smart TV,Roku OS,7.2,2024-12-14
D01021,U00614,Móvil,Android,7.2,2025-07-31
D01022,U00614,Computador,macOS,7.0,2025-06-18
D01023,U00615,Móvil,iOS,7.1,2025-09-01
D01024,U00616,Smart TV,Roku OS,7.2,2025-04-21
D01025,U00617,Smart TV,Tizen,6.9,2025-10-14
D01026,U00617,Computador,macOS,7.2,2024-02-19
D01027,U00618,Móvil,Android,7.1,2025-11-15
D01028,U00618,Smart TV,Roku OS,6.9,2025-06-24
D01029,U00619,Móvil,iOS,7.2,2024-04-22
D01030,U00620,Computador,macOS,7.2,2024-02-18
D01031,U00621,Móvil,Android,6.8,2025-11-15
D01032,U00622,Computador,macOS,7.0,2025-08-09
D01033,U00623,Computador,Windows,7.2,2025-05-18
D01034,U00623,Smart TV,Android TV,7.1,2025-05-18
D01035,U00624,Smart TV,webOS,7.2,2025-09-01
D01036,U00625,Computador,macOS,7.2,2025-11-22
D01037,U00626,Smart TV,webOS,7.1,2025-08-15
D01038,U00626,Móvil,Android,7.1,2025-07-31
D01039,U00626,Smart TV,Roku OS,7.0,2025-11-13
D01040,U00627,Computador,Linux,7.1,2023-12-06
D01041,U00627,Tablet,iPadOS,7.1,2024-12-19
D01042,U00628,Computador,Linux,6.8,2025-08-07
D01043,U00628,Móvil,Android,7.1,2023-10-03
D01044,U00628,Smart TV,Tizen,7.0,2024-03-28
D01045,U00629,Móvil,iOS,6.8,2025-06-17
D01046,U00629,Smart TV,webOS,7.2,2024-08-07
D01047,U00630,Smart TV,Roku OS,7.0,2024-09-09
D01048,U00631,Móvil,Android,7.2,2025-01-09
D01049,U00631,Computador,Windows,7.2,2023-12-05
D01050,U00632,Smart TV,Tizen,6.9,2025-08-03
D01051,U00633,Computador,Linux,7.1,2024-07-09
D01052,U00633,Móvil,Android,6.9,2025-04-19
D01053,U00634,Computador,macOS,7.1,2025-11-07
D01054,U00635,Smart TV,Roku OS,7.2,2024-07-14
D01055,U00636,Computador,macOS,7.1,2025-07-21
D01056,U00637,Smart TV,Roku OS,7.1,2025-09-09
D01057,U00638,Móvil,Android,7.2,2024-10-24
D01058,U00639,Consola,Xbox,7.1,2025-08-15
D01059,U00640,Computador,macOS,7.1,2025-08-07
D01060,U00640,Móvil,iOS,7.0,2025-11-29
D01061,U00641,Tablet,iPadOS,7.2,2025-03-25
D01062,U00642,Computador,macOS,7.2,2024-12-18
D01063,U00642,Smart TV,Android TV,7.1,2025-01-19
D01064,U00643,Móvil,iOS,7.1,2024-03-17
D01065,U00644,Móvil,Android,6.9,2025-11-12
D01066,U00644,Computador,Linux,7.2,2025-10-05
D01067,U00645,Smart TV,Android TV,6.8,2023-10-04
D01068,U00645,Tablet,iPadOS,7.1,2024-09-03
D01069,U00646,Computador,Linux,7.2,2025-09-03
D01070,U00647,Móvil,iOS,7.1,2025-11-26
D01071,U00648,Tablet,Android,7.1,2025-01-18
D01072,U00648,Smart TV,webOS,7.2,2025-05-31
D01073,U00649,Móvil,iOS,7.2,2025-06-23
D01074,U00649,Computador,Windows,7.0,2025-04-15
D01075,U00650,Smart TV,Android TV,7.1,2023-06-02
D01076,U00650,Computador,Linux,7.2,2025-02-19
D01077,U00651,Computador,Windows,7.2,2025-09-07
D01078,U00652,Computador,Linux,7.2,2025-10-07
D01079,U00653,Smart TV,Roku OS,7.1,2025-04-15
D01080,U00653,Computador,macOS,7.1,2025-10-14
D01081,U00653,Consola,Xbox,7.0,2025-05-21
D01082,U00654,Consola,Xbox,7.2,2024-02-27
D01083,U00654,Móvil,Android,7.1,2024-01-22
D01084,U00655,Computador,macOS,6.9,2024-01-01
D01085,U00656,Móvil,Android,6.9,2024-07-31
D01086,U00656,Computador,Windows,7.2,2025-04-13
D01087,U00657,Smart TV,Tizen,7.2,2025-09-11
D01088,U00658,Móvil,iOS,7.1,2024-07-11
D01089,U00659,Móvil,iOS,7.1,2024-08-02
D01090,U00659,Consola,Xbox,6.8,2024-09-25
D01091,U00660,Smart TV,Tizen,7.0,2025-10-17
D01092,U00661,Móvil,iOS,7.1,2025-10-27
D01093,U00662,Móvil,Android,7.1,2025-08-11
D01094,U00663,Móvil,Android,6.8,2025-09-01
D01095,U00663,Consola,Xbox,7.1,2025-10-17
D01096,U00664,Computador,Windows,6.9,2025-02-06
D01097,U00665,Computador,Windows,7.1,2024-07-25
D01098,U00665,Smart TV,Android TV,6.9,2025-07-07
D01099,U00666,Móvil,Android,7.2,2024-11-19
D01100,U00666,Computador,macOS,7.2,2024-06-08
D01101,U00666,Tablet,iPadOS,7.1,2024-05-07
D01102,U00667,Computador,Windows,7.1,2025-02-11
D01103,U00668,Computador,Linux,7.1,2025-10-12
D01104,U00669,Computador,macOS,7.1,2025-10-14
D01105,U00670,Tablet,Android,7.2,2024-01-31
D01106,U00671,Tablet,Android,7.1,2025-08-13
D01107,U00671,Computador,Linux,7.1,2025-06-24
D01108,U00672,Smart TV,Roku OS,7.1,2025-10-05
D01109,U00672,Computador,macOS,7.1,2025-11-12
D01110,U00673,Computador,Linux,6.9,2024-12-22
D01111,U00674,Móvil,iOS,7.1,2025-09-11
D01112,U00675,Tablet,iPadOS,7.1,2025-10-29
D01113,U00675,Smart TV,Tizen,6.9,2025-08-21
D01114,U00676,Móvil,Android,7.0,2025-08-26
D01115,U00676,Computador,Windows,6.8,2024-12-13
D01116,U00677,Smart TV,Roku OS,7.1,2025-01-26
D01117,U00678,Móvil,iOS,7.1,2023-06-26
D01118,U00679,Móvil,iOS,7.0,2025-06-04
D01119,U00680,Móvil,iOS,7.2,2025-04-04
D01120,U00681,Móvil,iOS,7.2,2024-11-05
D01121,U00682,Móvil,iOS,7.0,2023-11-27
D01122,U00682,Computador,Linux,7.1,2025-08-19
D01123,U00683,Smart TV,Roku OS,7.2,2025-10-20
D01124,U00684,Tablet,iPadOS,7.1,2025-10-16
D01125,U00685,Computador,macOS,7.1,2025-11-03
D01126,U00685,Móvil,iOS,7.2,2024-09-13
D01127,U00686,Móvil,Android,6.9,2025-11-15
D01128,U00687,Smart TV,webOS,7.1,2025-08-11
D01129,U00687,Tablet,iPadOS,7.1,2025-10-09
D01130,U00688,Móvil,Android,7.0,2025-10-12
D01131,U00689,Smart TV,Roku OS,6.8,2025-02-11
D01132,U00690,Móvil,iOS,7.2,2024-01-23
D01133,U00690,Smart TV,webOS,7.1,2024-11-01
D01134,U00691,Smart TV,Android TV,7.1,2025-11-22
D01135,U00692,Móvil,Android,7.1,2025-05-06
D01136,U00692,Computador,macOS,7.1,2025-05-12
D01137,U00693,Computador,macOS,7.1,2025-08-25
D01138,U00694,Tablet,Android,7.0,2025-10-05
D01139,U00694,Móvil,Android,7.2,2025-02-12
D01140,U00695,Computador,macOS,7.1,2025-06-21
D01141,U00696,Computador,macOS,7.0,2025-10-10
D01142,U00696,Consola,Xbox,7.2,2025-06-30
D01143,U00697,Smart TV,Roku OS,6.9,2024-12-24
D01144,U00698,Móvil,Android,7.1,2025-11-06
D01145,U00698,Tablet,Android,7.2,2025-10-20
D01146,U00699,Computador,macOS,7.1,2025-11-29
D01147,U00700,Móvil,iOS,6.9,2025-11-03
D01148,U00700,Tablet,Android,7.1,2025-11-11
D01149,U00701,Móvil,iOS,7.2,2024-01-30
D01150,U00701,Computador,Windows,7.2,2025-10-10
D01151,U00702,Tablet,iPadOS,7.0,2024-11-16
D01152,U00703,Smart TV,Tizen,6.9,2025-11-25
D01153,U00704,Tablet,Android,7.0,2025-10-28
D01154,U00704,Móvil,Android,6.8,2025-07-24
D01155,U00705,Tablet,iPadOS,7.2,2024-07-15
D01156,U00706,Móvil,Android,7.1,2024-06-22
D01157,U00707,Computador,macOS,7.2,2025-07-07
D01158,U00707,Smart TV,Roku OS,7.1,2025-07-28
D01159,U00708,Móvil,Android,7.1,2025-03-08
D01160,U00708,Computador,Windows,7.2,2025-01-04
D01161,U00709,Computador,Linux,7.1,2025-04-14
D01162,U00710,Tablet,iPadOS,7.0,2025-09-04
D01163,U00710,Móvil,Android,6.9,2025-11-19
D01164,U00711,Móvil,Android,7.1,2025-08-13
D01165,U00712,Smart TV,Tizen,7.2,2025-07-08
D01166,U00712,Tablet,Android,7.2,2025-04-18
D01167,U00713,Consola,Xbox,7.1,2024-01-03
D01168,U00714,Smart TV,Tizen,7.2,2025-11-12
D01169,U00715,Móvil,iOS,7.2,2025-06-27
D01170,U00716,Tablet,Android,7.0,2024-06-05
D01171,U00717,Móvil,Android,7.1,2025-10-15
D01172,U00718,Tablet,Android,7.2,2025-10-26
D01173,U00718,Smart TV,webOS,7.2,2024-10-04
D01174,U00718,Móvil,iOS,7.2,2024-08-06
D01175,U00719,Computador,Linux,7.2,2024-09-16
D01176,U00720,Smart TV,Roku OS,6.9,2025-10-06
D01177,U00721,Computador,macOS,7.2,2024-08-19
D01178,U00722,Computador,macOS,7.1,2024-01-04
D01179,U00722,Tablet,iPadOS,7.1,2024-04-08
D01180,U00723,Tablet,Android,7.0,2024-11-22
D01181,U00724,Computador,Windows,7.1,2024-07-12
D01182,U00724,Móvil,Android,7.2,2024-06-23
D01183,U00725,Smart TV,Roku OS,7.2,2024-04-21
D01184,U00725,Móvil,Android,7.2,2023-08-29
D01185,U00726,Computador,Linux,6.9,2023-12-13
D01186,U00726,Tablet,Android,6.9,2024-01-17
D01187,U00726,Smart TV,Android TV,7.2,2023-05-14
D01188,U00727,Tablet,iPadOS,7.0,2025-07-02
D01189,U00727,Smart TV,Roku OS,6.8,2025-09-13
D01190,U00728,Móvil,Android,7.2,2025-03-03
D01191,U00729,Móvil,iOS,7.1,2025-09-16
D01192,U00729,Smart TV,Android TV,7.2,2025-09-08
D01193,U00730,Tablet,Android,6.9,2023-11-30
D01194,U00730,Smart TV,Roku OS,7.1,2024-02-16
D01195,U00731,Móvil,iOS,6.9,2024-10-23
D01196,U00731,Computador,Linux,7.2,2024-09-28
D01197,U00731,Tablet,iPadOS,7.2,2024-08-13
D01198,U00732,Consola,Xbox,6.9,2024-12-25
D01199,U00733,Móvil,Android,7.0,2025-06-22
D01200,U00734,Computador,Linux,6.8,2024-11-25
D01201,U00734,Móvil,iOS,7.1,2025-06-22
D01202,U00735,Tablet,iPadOS,7.1,2025-04-16
D01203,U00735,Computador,Linux,7.2,2025-10-12
D01204,U00736,Smart TV,Roku OS,7.2,2025-11-01
D01205,U00736,Móvil,Android,6.8,2024-11-28
D01206,U00736,Computador,Linux,7.2,2024-10-27
D01207,U00737,Smart TV,webOS,7.2,2025-06-24
D01208,U00737,Computador,Windows,7.2,2025-05-30
D01209,U00738,Móvil,Android,7.0,2025-10-05
D01210,U00739,Smart TV,Roku OS,7.2,2025-10-22
D01211,U00739,Móvil,Android,7.1,2025-11-03
D01212,U00740,Smart TV,webOS,7.2,2024-11-19
D01213,U00741,Tablet,iPadOS,7.1,2025-03-24
D01214,U00741,Computador,Windows,7.1,2025-04-23
D01215,U00741,Móvil,iOS,7.1,2024-09-12
D01216,U00742,Smart TV,webOS,7.2,2025-11-26
D01217,U00743,Móvil,Android,7.2,2025-04-08
D01218,U00744,Computador,macOS,7.1,2024-07-02
D01219,U00744,Móvil,Android,7.1,2024-04-18
D01220,U00744,Tablet,iPadOS,7.0,2024-10-01
D01221,U00745,Tablet,Android,7.1,2025-02-17
D01222,U00746,Móvil,iOS,7.1,2025-06-21
D01223,U00747,Computador,Linux,7.2,2024-10-08
D01224,U00748,Computador,macOS,7.1,2025-10-17
D01225,U00749,Smart TV,Android TV,7.0,2025-08-06
D01226,U00749,Computador,Linux,7.1,2024-08-26
D01227,U00749,Móvil,Android,7.0,2023-09-05
D01228,U00750,Computador,Windows,7.2,2024-09-19
D01229,U00750,Tablet,iPadOS,7.0,2025-08-26
D01230,U00751,Tablet,iPadOS,6.9,2025-08-04
D01231,U00752,Smart TV,Android TV,7.0,2025-10-07
D01232,U00753,Computador,macOS,7.2,2025-10-05
D01233,U00754,Smart TV,Tizen,7.2,2025-05-29
D01234,U00755,Computador,macOS,7.2,2024-12-12
D01235,U00755,Móvil,iOS,7.2,2024-11-06
D01236,U00756,Móvil,iOS,6.9,2025-04-21
D01237,U00756,Smart TV,Android TV,7.2,2024-09-13
D01238,U00757,Computador,Linux,6.9,2025-11-19
D01239,U00757,Móvil,Android,6.8,2025-11-21
D01240,U00758,Smart TV,webOS,7.2,2025-07-04
D01241,U00758,Computador,macOS,6.8,2024-06-11
D01242,U00758,Tablet,Android,7.1,2025-01-01
D01243,U00759,Móvil,Android,7.2,2025-08-01
D01244,U00760,Smart TV,Roku OS,7.1,2025-10-08
D01245,U00760,Computador,macOS,7.0,2025-10-02
D01246,U00761,Computador,Windows,7.1,2025-09-03
D01247,U00762,Smart TV,webOS,7.1,2025-09-14
D01248,U00762,Móvil,Android,7.1,2025-09-30
D01249,U00763,Tablet,Android,7.2,2025-07-02
D01250,U00763,Móvil,Android,6.9,2025-08-25
D01251,U00764,Tablet,iPadOS,7.2,2024-12-12
D01252,U00764,Computador,macOS,7.2,2025-11-12
D01253,U00765,Computador,Windows,7.1,2025-07-02
D01254,U00765,Tablet,Android,7.1,2025-10-10
D01255,U00766,Móvil,iOS,7.1,2025-11-03
D01256,U00766,Computador,macOS,7.1,2025-10-31
D01257,U00767,Tablet,iPadOS,7.1,2024-07-27
D01258,U00767,Computador,Linux,6.8,2024-04-09
D01259,U00768,Smart TV,Tizen,7.2,2025-07-30
D01260,U00768,Tablet,iPadOS,7.2,2025-04-04
D01261,U00768,Móvil,iOS,7.2,2023-09-08
D01262,U00769,Móvil,iOS,7.1,2024-03-10
D01263,U00769,Tablet,Android,7.0,2023-06-11
D01264,U00770,Smart TV,Android TV,7.2,2024-10-29
D01265,U00770,Computador,Windows,7.1,2023-11-01
D01266,U00771,Computador,Windows,6.9,2024-04-20
D01267,U00771,Tablet,Android,6.8,2024-12-12
D01268,U00772,Smart TV,Tizen,7.1,2025-02-06
D01269,U00773,Móvil,iOS,7.2,2024-09-20
D01270,U00773,Computador,macOS,7.1,2024-10-07
D01271,U00774,Computador,Linux,7.2,2024-04-22
D01272,U00774,Smart TV,Android TV,7.1,2024-05-13
D01273,U00775,Consola,Xbox,7.1,2025-06-25
D01274,U00775,Smart TV,Roku OS,7.1,2025-08-22
D01275,U00776,Smart TV,Tizen,7.2,2025-06-12
D01276,U00776,Computador,macOS,7.1,2025-05-02
D01277,U00776,Tablet,Android,7.2,2025-02-17
D01278,U00777,Computador,Linux,7.1,2024-05-30
D01279,U00778,Móvil,iOS,7.1,2025-06-07
D01280,U00778,Computador,Windows,7.2,2025-08-24
D01281,U00778,Smart TV,Roku OS,7.1,2025-05-18
D01282,U00779,Móvil,Android,7.2,2025-11-02
D01283,U00780,Computador,Windows,7.1,2025-10-23
D01284,U00780,Móvil,Android,7.1,2025-10-07
D01285,U00781,Smart TV,Roku OS,7.1,2025-02-01
D01286,U00781,Móvil,iOS,7.2,2024-04-16
D01287,U00782,Tablet,iPadOS,7.1,2025-11-22
D01288,U00783,Móvil,iOS,7.2,2025-11-10
D01289,U00784,Computador,macOS,7.1,2025-03-22
D01290,U00785,Smart TV,Roku OS,7.1,2024-01-09
D01291,U00786,Smart TV,Tizen,7.0,2025-10-23
D01292,U00786,Móvil,Android,7.2,2025-06-20
D01293,U00787,Computador,Windows,7.2,2025-10-29
D01294,U00787,Smart TV,Tizen,7.1,2025-06-17
D01295,U00788,Móvil,Android,7.1,2025-09-29
D01296,U00789,Móvil,Android,7.1,2024-01-06
D01297,U00790,Consola,PlayStation,7.1,2025-07-20
D01298,U00791,Smart TV,Android TV,7.1,2025-06-28
D01299,U00792,Computador,Windows,7.1,2025-01-25
D01300,U00792,Smart TV,webOS,7.2,2025-09-13
D01301,U00793,Smart TV,Android TV,7.2,2025-11-30
D01302,U00793,Computador,macOS,7.2,2025-11-29
D01303,U00794,Smart TV,Tizen,6.9,2025-11-08
D01304,U00794,Tablet,Android,7.2,2025-08-09
D01305,U00795,Móvil,iOS,6.9,2023-12-20
D01306,U00795,Computador,Windows,7.1,2024-04-30
D01307,U00796,Smart TV,webOS,7.1,2025-10-21
D01308,U00796,Computador,Linux,7.2,2025-10-21
D01309,U00797,Móvil,iOS,7.2,2024-11-25
D01310,U00798,Smart TV,Roku OS,6.8,2025-06-30
D01311,U00799,Móvil,Android,7.1,2024-06-16
D01312,U00799,Smart TV,Android TV,7.1,2025-10-08
D01313,U00800,Computador,Windows,7.1,2025-06-16
D01314,U00800,Móvil,iOS,7.0,2025-05-26
D01315,U00801,Smart TV,Tizen,7.1,2023-12-07
D01316,U00801,Móvil,Android,7.1,2023-11-04
D01317,U00802,Móvil,Android,7.2,2025-08-19
D01318,U00802,Computador,Linux,7.2,2025-10-24
D01319,U00803,Móvil,Android,7.2,2024-12-18
D01320,U00803,Smart TV,Tizen,6.9,2025-04-15
D01321,U00804,Consola,PlayStation,7.1,2024-11-29
D01322,U00804,Tablet,Android,7.2,2025-06-15
D01323,U00805,Smart TV,Android TV,6.9,2025-01-19
D01324,U00805,Tablet,Android,6.9,2024-03-16
D01325,U00806,Móvil,iOS,7.1,2025-06-19
D01326,U00807,Tablet,iPadOS,7.2,2024-01-25
D01327,U00808,Tablet,Android,7.0,2025-07-20
D01328,U00809,Móvil,iOS,7.2,2024-05-12
D01329,U00810,Computador,macOS,7.1,2025-09-16
D01330,U00811,Computador,macOS,7.0,2025-11-16
D01331,U00812,Smart TV,webOS,7.2,2025-11-17
D01332,U00812,Computador,macOS,7.2,2025-06-23
D01333,U00813,Móvil,iOS,7.1,2025-01-11
D01334,U00814,Tablet,Android,7.2,2024-09-05
D01335,U00814,Computador,macOS,7.2,2023-04-02
D01336,U00814,Smart TV,webOS,7.1,2023-03-26
D01337,U00815,Móvil,Android,7.0,2025-06-05
D01338,U00816,Móvil,iOS,7.1,2024-06-04
D01339,U00816,Smart TV,webOS,7.2,2023-08-19
D01340,U00817,Móvil,Android,7.2,2025-02-23
D01341,U00818,Smart TV,webOS,7.2,2025-10-17
D01342,U00818,Móvil,Android,7.2,2025-07-21
D01343,U00819,Móvil,Android,7.2,2025-09-03
D01344,U00819,Smart TV,Android TV,7.2,2025-03-17
D01345,U00820,Móvil,Android,7.2,2025-06-20
D01346,U00821,Tablet,iPadOS,7.1,2025-02-07
D01347,U00821,Smart TV,Tizen,7.2,2025-09-23
D01348,U00822,Tablet,iPadOS,7.1,2025-03-22
D01349,U00823,Smart TV,Roku OS,6.9,2023-07-31
D01350,U00823,Móvil,iOS,7.1,2024-11-19
D01351,U00824,Smart TV,Roku OS,7.2,2024-08-30
D01352,U00825,Smart TV,Tizen,7.1,2025-01-18
D01353,U00826,Smart TV,Tizen,7.1,2025-11-29
D01354,U00827,Computador,Windows,7.0,2024-09-09
D01355,U00827,Smart TV,Tizen,6.8,2024-08-29
D01356,U00828,Móvil,Android,6.9,2024-07-08
D01357,U00828,Computador,macOS,7.2,2024-08-29
D01358,U00829,Móvil,Android,7.2,2025-08-11
D01359,U00829,Tablet,iPadOS,7.1,2025-10-17
D01360,U00829,Smart TV,Roku OS,7.2,2025-11-25
D01361,U00830,Computador,Windows,7.1,2025-06-27
D01362,U00831,Computador,Linux,7.1,2025-11-03
D01363,U00832,Tablet,Android,7.1,2025-02-02
D01364,U00833,Móvil,iOS,6.9,2025-02-15
D01365,U00833,Computador,macOS,7.0,2025-06-06
D01366,U00834,Computador,Windows,7.2,2025-03-21
D01367,U00835,Smart TV,Tizen,7.2,2025-11-13
D01368,U00836,Smart TV,Tizen,7.2,2025-03-26
D01369,U00837,Computador,Windows,7.1,2025-11-29
D01370,U00837,Móvil,Android,7.2,2025-02-26
D01371,U00837,Tablet,Android,6.9,2024-05-04
D01372,U00838,Smart TV,Roku OS,7.1,2024-02-21
D01373,U00839,Smart TV,Tizen,7.2,2025-07-06
D01374,U00839,Móvil,Android,7.2,2024-12-06
D01375,U00840,Smart TV,Roku OS,7.0,2025-10-03
D01376,U00840,Móvil,iOS,7.2,2025-10-21
D01377,U00840,Computador,Linux,7.1,2025-10-31
D01378,U00841,Smart TV,webOS,7.1,2025-03-31
D01379,U00841,Tablet,Android,7.2,2025-04-24
D01380,U00842,Tablet,Android,7.2,2025-06-09
D01381,U00842,Consola,Xbox,6.8,2024-12-04
D01382,U00843,Móvil,Android,7.1,2024-11-25
D01383,U00843,Consola,PlayStation,7.2,2023-11-02
D01384,U00844,Smart TV,Roku OS,7.1,2024-02-06
D01385,U00845,Smart TV,Roku OS,7.2,2025-08-29
D01386,U00846,Smart TV,Tizen,7.0,2024-09-26
D01387,U00847,Móvil,iOS,7.2,2025-06-16
D01388,U00847,Tablet,Android,7.2,2025-07-14
D01389,U00848,Computador,Linux,7.2,2025-11-23
D01390,U00848,Consola,Xbox,7.2,2025-11-10
D01391,U00849,Smart TV,webOS,7.0,2025-09-07
D01392,U00850,Móvil,iOS,7.2,2025-06-18
D01393,U00851,Computador,Windows,7.2,2025-06-28
D01394,U00852,Tablet,iPadOS,6.8,2025-06-05
D01395,U00852,Computador,Linux,7.1,2025-06-07
D01396,U00853,Smart TV,Android TV,7.0,2025-08-27
D01397,U00853,Móvil,Android,7.0,2024-08-28
D01398,U00853,Computador,Linux,7.2,2025-04-25
D01399,U00854,Móvil,Android,7.2,2025-07-25
D01400,U00854,Smart TV,Roku OS,7.2,2023-08-25
D01401,U00855,Computador,Linux,7.1,2025-10-14
D01402,U00856,Computador,Windows,7.1,2024-08-18
D01403,U00856,Smart TV,Tizen,6.8,2023-11-17
D01404,U00857,Smart TV,Tizen,7.1,2025-09-28
D01405,U00858,Computador,macOS,7.2,2024-05-20
D01406,U00858,Móvil,Android,7.1,2025-05-19
D01407,U00859,Móvil,Android,6.8,2025-07-20
D01408,U00860,Móvil,iOS,6.8,2025-11-27
D01409,U00861,Móvil,Android,7.1,2024-10-23
D01410,U00861,Computador,macOS,7.1,2024-05-29
D01411,U00862,Tablet,iPadOS,7.1,2025-10-09
D01412,U00862,Smart TV,webOS,7.1,2025-10-07
D01413,U00863,Móvil,iOS,7.1,2025-09-07
D01414,U00863,Computador,Windows,6.9,2025-06-22
D01415,U00863,Tablet,iPadOS,7.0,2023-08-31
D01416,U00864,Computador,macOS,7.2,2025-10-07
D01417,U00864,Smart TV,Tizen,6.9,2025-11-01
D01418,U00864,Móvil,Android,7.1,2025-09-27
D01419,U00865,Smart TV,Roku OS,6.9,2024-11-21
D01420,U00866,Tablet,Android,7.1,2024-08-21
D01421,U00867,Smart TV,Tizen,7.1,2024-03-24
D01422,U00868,Móvil,iOS,7.1,2025-09-19
D01423,U00868,Tablet,iPadOS,7.0,2025-06-26
D01424,U00868,Smart TV,Roku OS,6.9,2025-08-21
D01425,U00869,Móvil,Android,7.2,2025-09-11
D01426,U00869,Smart TV,Tizen,7.1,2025-09-22
D01427,U00869,Computador,Windows,7.1,2025-11-15
D01428,U00870,Móvil,iOS,7.2,2025-05-16
D01429,U00871,Smart TV,webOS,7.2,2025-04-30
D01430,U00871,Computador,macOS,7.0,2024-06-24
D01431,U00871,Móvil,Android,7.2,2025-01-20
D01432,U00872,Computador,Linux,7.2,2025-10-22
D01433,U00873,Móvil,Android,7.2,2025-11-28
D01434,U00873,Smart TV,Android TV,7.2,2025-11-29
D01435,U00873,Computador,macOS,7.1,2025-11-29
D01436,U00874,Computador,Windows,6.9,2025-05-19
D01437,U00874,Móvil,iOS,7.1,2025-06-17
D01438,U00875,Computador,Windows,7.1,2025-01-07
D01439,U00876,Móvil,iOS,7.2,2025-10-05
D01440,U00877,Computador,Windows,7.0,2025-08-21
D01441,U00878,Móvil,iOS,7.1,2023-04-27
D01442,U00878,Tablet,Android,7.2,2023-04-05
D01443,U00879,Smart TV,Android TV,7.1,2025-01-02
D01444,U00879,Computador,Linux,7.2,2025-07-03
D01445,U00880,Smart TV,Tizen,7.2,2025-03-23
D01446,U00880,Móvil,Android,7.0,2025-05-21
D01447,U00880,Computador,Windows,7.1,2025-06-24
D01448,U00881,Computador,macOS,7.1,2025-07-17
D01449,U00882,Smart TV,webOS,7.1,2025-09-29
D01450,U00882,Móvil,iOS,7.1,2025-10-03
D01451,U00883,Móvil,iOS,6.9,2025-11-11
D01452,U00884,Smart TV,Roku OS,6.9,2023-09-25
D01453,U00884,Computador,Linux,7.0,2024-10-14
D01454,U00884,Móvil,iOS,6.9,2024-03-08
D01455,U00885,Consola,Xbox,7.2,2025-05-25
D01456,U00885,Smart TV,Android TV,7.0,2025-05-06
D01457,U00885,Móvil,iOS,7.2,2023-06-07
D01458,U00886,Computador,Linux,6.9,2025-03-31
D01459,U00886,Móvil,iOS,7.2,2025-05-13
D01460,U00887,Smart TV,webOS,7.0,2024-10-28
D01461,U00888,Tablet,iPadOS,7.0,2025-08-30
D01462,U00888,Móvil,Android,7.2,2025-09-26
D01463,U00889,Smart TV,Tizen,7.2,2024-01-19
D01464,U00890,Móvil,iOS,7.1,2025-06-13
D01465,U00890,Smart TV,Android TV,7.2,2024-06-15
D01466,U00891,Computador,Linux,7.0,2024-10-12
D01467,U00892,Tablet,Android,7.2,2024-11-02
D01468,U00892,Computador,Windows,7.1,2024-08-18
D01469,U00893,Computador,Linux,7.2,2025-11-09
D01470,U00894,Móvil,Android,7.2,2025-09-15
D01471,U00894,Smart TV,webOS,7.2,2024-03-18
D01472,U00895,Móvil,iOS,7.1,2025-08-28
D01473,U00896,Computador,macOS,7.2,2025-11-16
D01474,U00897,Consola,PlayStation,7.0,2024-12-23
D01475,U00898,Computador,Windows,7.0,2025-09-23
D01476,U00898,Móvil,Android,7.1,2024-09-05
D01477,U00899,Móvil,iOS,7.2,2025-01-30
D01478,U00899,Tablet,Android,7.0,2025-01-06
D01479,U00899,Smart TV,Android TV,7.2,2024-08-17
