interaccion_id,usuario_id,contenido_id,fecha_hora,tipo_interaccion,canal,origen_interfaz
I004192,U00825,C0378,2025-08-02 20:14:43,Me gusta,App,Inicio
I004193,U01237,C0170,2025-08-03 20:30:50,Me gusta,App,Tendencias
I004194,U01237,C0120,2025-04-21 00:04:35,Agregar a mi lista,App,Recomendados
I004195,U01237,C0349,2025-11-09 21:39:44,Agregar a mi lista,App,Tendencias
I004196,U01237,C0318,2025-07-01 15:57:02,Me gusta,App,Recomendados
I004197,U01237,C0375,2025-10-31 18:44:33,Clic recomendación,App,Inicio
I004198,U01237,C0414,2025-07-05 22:54:57,Me gusta,App,Tendencias
I004199,U01163,C0043,2025-06-16 19:24:07,Me gusta,Web,Búsqueda
I004200,U01163,C0135,2025-02-20 23:23:26,No me gusta,App,Continuar viendo
I004201,U01163,C0180,2025-07-21 16:32:25,Clic recomendación,App,Inicio
I004202,U01163,C0379,2025-11-03 23:06:16,Me gusta,Web,Búsqueda
I004203,U01163,C0367,2025-06-13 17:29:58,Clic recomendación,Web,Recomendados
I004204,U00626,C0359,2025-10-02 12:10:21,Clic recomendación,App,Recomendados
I004205,U00626,C0098,2025-10-19 20:35:55,Me gusta,App,Tendencias
I004206,U00220,C0366,2025-02-17 07:53:20,Agregar a mi lista,Web,Inicio
I004207,U00220,C0323,2025-10-24 21:28:43,Agregar a mi lista,Web,Continuar viendo
I004208,U00220,C0376,2025-09-30 11:37:59,Agregar a mi lista,Web,Inicio
I004209,U00220,C0327,2025-11-27 11:12:03,Me gusta,Web,Inicio
I004210,U00220,C0170,2025-08-04 19:36:01,Clic recomendación,Web,Recomendados
I004211,U00220,C0258,2025-09-16 23:54:08,Agregar a mi lista,Web,Recomendados
I004212,U01340,C0293,2025-06-16 23:34:53,No me gusta,App,Recomendados
I004213,U01340,C0157,2025-01-15 14:49:41,Descarga,App,Tendencias
I004214,U00045,C0210,2025-01-27 12:53:09,Me gusta,App,Inicio
I004215,U00045,C0091,2025-01-17 19:17:44,Clic recomendación,App,Recomendados
I004216,U00045,C0323,2025-01-19 23:20:13,Agregar a mi lista,App,Recomendados
I004217,U00045,C0408,2025-01-20 17:36:19,Agregar a mi lista,App,Búsqueda
I004218,U00045,C0387,2025-01-24 12:10:53,Descarga,App,Recomendados
I004219,U00045,C0393,2025-01-24 13:54:32,Clic recomendación,App,Recomendados
I004220,U00173,C0162,2025-03-10 00:08:35,Me gusta,App,Recomendados
I004221,U00232,C0130,2025-10-20 22:27:49,Agregar a mi lista,App,Continuar viendo
I004222,U00232,C0080,2025-08-16 22:05:38,Clic recomendación,Web,Recomendados
I004223,U00232,C0308,2025-02-03 11:07:51,Clic recomendación,Web,Inicio
I004224,U00232,C0051,2025-08-30 15:14:45,Me gusta,Web,Recomendados
I004225,U00232,C0336,2025-05-17 11:42:47,Clic recomendación,App,Inicio
I004226,U00232,C0247,2025-11-02 19:32:10,Me gusta,Web,Inicio
I004227,U00232,C0187,2025-12-25 14:37:44,Me gusta,Web,Búsqueda
I004228,U00232,C0108,2025-05-18 20:49:33,Descarga,App,Recomendados
I004229,U01096,C0191,2025-10-09 23:22:07,Agregar a mi lista,App,Recomendados
I004230,U01096,C0076,2025-12-12 20:20:38,Compartir,App,Continuar viendo
I004231,U01096,C0215,2025-09-18 15:25:35,Compartir,App,Continuar viendo
I004232,U01096,C0133,2025-10-14 12:11:56,Agregar a mi lista,App,Inicio
I004233,U01096,C0323,2025-11-02 18:52:22,Clic recomendación,App,Inicio
I004234,U01096,C0140,2025-09-05 21:15:30,Agregar a mi lista,App,Continuar viendo
I004235,U01096,C0402,2025-10-17 17:54:19,Agregar a mi lista,App,Búsqueda
I004236,U01096,C0410,2025-12-20 19:30:32,Clic recomendación,App,Inicio
I004237,U01096,C0102,2025-09-06 08:51:39,Me gusta,App,Tendencias
I004238,U01096,C0373,2025-12-15 22:58:24,Clic recomendación,App,Recomendados
I004239,U01096,C0011,2025-11-03 22:04:28,Agregar a mi lista,App,Recomendados
I004240,U01096,C0122,2025-09-07 12:26:52,Descarga,App,Tendencias
I004241,U00040,C0233,2025-10-08 16:41:18,Clic recomendación,App,Recomendados
I004242,U00040,C0113,2025-05-24 19:41:54,Quitar de mi lista,App,Búsqueda
I004243,U00040,C0219,2025-03-19 00:46:15,Clic recomendación,App,Inicio
I004244,U00040,C0335,2025-04-11 20:17:43,Me gusta,App,Inicio
I004245,U00040,C0060,2025-09-30 21:46:06,Clic recomendación,App,Recomendados
I004246,U00040,C0120,2025-09-14 18:31:34,Clic recomendación,App,Inicio
I004247,U00318,C0277,2025-10-10 19:07:30,Me gusta,App,Continuar viendo
I004248,U00318,C0271,2025-05-18 09:37:03,Clic recomendación,App,Inicio
I004249,U00550,C0347,2025-03-23 19:35:13,Compartir,Web,Recomendados
I004250,U00550,C0249,2025-03-30 22:24:25,Clic recomendación,App,Recomendados
I004251,U00550,C0368,2025-07-01 20:21:40,Clic recomendación,App,Recomendados
I004252,U00550,C0411,2025-11-05 15:21:53,Compartir,App,Búsqueda
I004253,U00550,C0337,2025-02-18 20:23:17,Agregar a mi lista,App,Búsqueda
I004254,U01134,C0141,2025-01-14 07:22:30,Clic recomendación,Web,Inicio
I004255,U01134,C0237,2025-03-04 10:04:23,Me gusta,App,Continuar viendo
I004256,U01134,C0284,2025-02-20 13:53:50,Agregar a mi lista,App,Continuar viendo
I004257,U01134,C0025,2025-03-10 12:20:54,Me gusta,App,Recomendados
I004258,U00052,C0293,2025-02-17 18:09:26,Me gusta,App,Recomendados
I004259,U00052,C0164,2025-06-22 16:48:08,Clic recomendación,App,Recomendados
I004260,U00052,C0072,2025-09-24 20:01:39,Clic recomendación,App,Recomendados
I004261,U00052,C0196,2025-01-22 18:37:10,Clic recomendación,App,Recomendados
I004262,U00052,C0399,2025-06-27 23:16:59,Clic recomendación,App,Recomendados
I004263,U01154,C0156,2025-01-22 23:13:13,Clic recomendación,App,Inicio
I004264,U01154,C0211,2025-08-11 05:11:43,Clic recomendación,App,Recomendados
I004265,U01154,C0269,2025-01-04 22:55:58,Clic recomendación,App,Recomendados
I004266,U01154,C0049,2025-11-11 01:25:53,Agregar a mi lista,App,Continuar viendo
I004267,U01154,C0275,2025-12-17 07:31:44,Me gusta,App,Tendencias
I004268,U01154,C0270,2025-12-02 21:11:48,Clic recomendación,App,Recomendados
I004269,U00689,C0170,2025-06-08 11:39:27,Agregar a mi lista,App,Recomendados
I004270,U00689,C0132,2025-08-05 21:27:08,Agregar a mi lista,App,Inicio
I004271,U00689,C0103,2025-02-15 18:16:08,Quitar de mi lista,App,Inicio
I004272,U00689,C0307,2025-06-15 13:01:14,Clic recomendación,App,Recomendados
I004273,U00689,C0373,2025-02-28 01:24:02,Agregar a mi lista,App,Inicio
I004274,U01246,C0075,2025-01-27 17:44:18,Agregar a mi lista,App,Inicio
I004275,U01246,C0318,2025-11-04 01:15:17,Clic recomendación,App,Recomendados
I004276,U01246,C0418,2025-02-22 20:37:44,Descarga,App,Continuar viendo
I004277,U01438,C0088,2025-12-21 21:13:27,Compartir,App,Continuar viendo
I004278,U01438,C0312,2025-10-21 00:18:17,Clic recomendación,App,Recomendados
I004279,U01438,C0115,2025-10-10 20:13:33,Quitar de mi lista,App,Inicio
I004280,U01438,C0202,2025-11-04 21:02:53,Agregar a mi lista,App,Inicio
I004281,U00149,C0012,2025-08-01 21:14:15,Me gusta,Web,Recomendados
I004282,U00149,C0209,2025-07-06 18:11:35,Clic recomendación,App,Recomendados
I004283,U01383,C0118,2025-08-19 22:34:29,Me gusta,App,Inicio
I004284,U01383,C0202,2025-03-11 07:33:36,Clic recomendación,App,Inicio
I004285,U01383,C0333,2025-07-26 23:02:30,Agregar a mi lista,App,Inicio
I004286,U00870,C0325,2025-07-16 22:11:00,Clic recomendación,App,Recomendados
I004287,U00870,C0047,2025-08-21 19:02:16,Agregar a mi lista,App,Continuar viendo
I004288,U00870,C0195,2025-11-05 17:58:55,Clic recomendación,App,Recomendados
I004289,U00870,C0332,2025-07-03 10:56:51,Agregar a mi lista,App,Recomendados
I004290,U00870,C0149,2025-05-24 12:05:15,Agregar a mi lista,App,Inicio
I004291,U00870,C0315,2025-08-10 21:05:45,Clic recomendación,App,Recomendados
I004292,U00870,C0147,2025-09-02 17:39:52,Me gusta,App,Tendencias
I004293,U00870,C0248,2025-09-19 23:49:49,Me gusta,App,Tendencias
I004294,U00299,C0272,2025-12-08 16:57:52,Clic recomendación,Web,Inicio
I004295,U00299,C0088,2025-10-24 00:37:20,No me gusta,Web,Recomendados
I004296,U00299,C0296,2025-12-27 18:20:40,Quitar de mi lista,Web,Tendencias
I004297,U00299,C0328,2025-12-12 00:27:47,Me gusta,Web,Tendencias
I004298,U00299,C0054,2025-12-22 13:37:05,Clic recomendación,Web,Recomendados
I004299,U00299,C0111,2025-11-29 01:55:35,Me gusta,Web,Tendencias
I004300,U00299,C0009,2025-12-12 07:25:06,Agregar a mi lista,Web,Búsqueda
I004301,U00299,C0264,2025-11-18 23:16:12,Quitar de mi lista,Web,Recomendados
I004302,U00299,C0377,2025-11-13 19:17:41,No me gusta,Web,Búsqueda
I004303,U00299,C0213,2025-11-23 23:18:56,Me gusta,Web,Inicio
I004304,U00299,C0396,2025-11-17 22:57:26,Clic recomendación,Web,Recomendados
I004305,U00299,C0411,2025-11-20 05:59:04,No me gusta,Web,Inicio
I004306,U00325,C0108,2025-12-22 18:39:30,Clic recomendación,App,Recomendados
I004307,U00325,C0047,2025-08-01 11:01:51,Agregar a mi lista,Web,Búsqueda
I004308,U00325,C0055,2025-07-22 22:52:19,Clic recomendación,Web,Recomendados
I004309,U00979,C0117,2025-11-17 22:26:10,Compartir,App,Recomendados
I004310,U00979,C0044,2025-12-03 20:09:36,Clic recomendación,App,Recomendados
I004311,U00979,C0262,2025-12-24 22:30:35,Me gusta,App,Búsqueda
I004312,U00979,C0133,2025-11-20 22:02:34,Agregar a mi lista,App,Búsqueda
I004313,U00979,C0039,2025-12-01 14:34:47,Descarga,App,Recomendados
I004314,U00979,C0366,2025-11-23 23:21:39,Me gusta,App,Continuar viendo
I004315,U00979,C0373,2025-11-28 00:43:11,Me gusta,App,Búsqueda
I004316,U00979,C0013,2025-11-07 21:02:44,Me gusta,App,Inicio
I004317,U00259,C0090,2025-05-17 19:57:50,Clic recomendación,App,Recomendados
I004318,U00259,C0253,2025-11-19 20:41:11,Quitar de mi lista,App,Búsqueda
I004319,U00259,C0188,2025-01-08 12:36:23,Agregar a mi lista,App,Búsqueda
I004320,U00259,C0280,2025-11-11 01:26:17,Compartir,App,Tendencias
I004321,U00259,C0360,2025-08-19 01:18:23,Clic recomendación,App,Recomendados
I004322,U01291,C0369,2025-11-22 18:50:19,Quitar de mi lista,App,Continuar viendo
I004323,U01291,C0420,2025-12-04 23:52:06,Agregar a mi lista,App,Inicio
I004324,U01291,C0219,2025-12-15 11:15:44,Agregar a mi lista,App,Inicio
I004325,U01291,C0124,2025-12-19 18:44:25,Me gusta,App,Búsqueda
I004326,U01291,C0199,2025-11-29 20:57:11,Clic recomendación,App,Recomendados
I004327,U01291,C0309,2025-12-17 00:52:26,Agregar a mi lista,App,Recomendados
I004328,U01358,C0166,2025-09-18 22:10:13,Agregar a mi lista,App,Inicio
I004329,U01358,C0004,2025-11-09 11:23:21,Clic recomendación,Web,Inicio
I004330,U01358,C0170,2025-11-15 02:17:48,Clic recomendación,App,Recomendados
I004331,U01358,C0229,2025-11-22 19:55:59,Agregar a mi lista,Web,Inicio
I004332,U00100,C0402,2025-06-19 20:01:03,Compartir,App,Continuar viendo
I004333,U00100,C0199,2025-06-07 15:06:26,Clic recomendación,App,Inicio
I004334,U00100,C0210,2025-04-30 14:15:15,Me gusta,App,Búsqueda
I004335,U00100,C0165,2025-02-09 20:47:14,Compartir,App,Recomendados
I004336,U00100,C0269,2025-07-12 22:19:54,Quitar de mi lista,App,Recomendados
I004337,U00100,C0302,2025-08-23 04:56:18,No me gusta,App,Recomendados
I004338,U00100,C0080,2025-05-21 12:01:22,Clic recomendación,App,Recomendados
I004339,U00100,C0140,2025-01-10 18:19:25,Me gusta,App,Búsqueda
I004340,U00100,C0243,2025-03-05 00:48:42,Me gusta,App,Búsqueda
I004341,U00100,C0374,2025-10-24 10:05:34,Clic recomendación,App,Inicio
I004342,U01345,C0124,2025-11-29 21:23:35,Descarga,App,Inicio
I004343,U01345,C0054,2025-11-30 20:37:53,Clic recomendación,App,Recomendados
I004344,U01345,C0167,2025-12-17 16:36:14,Agregar a mi lista,App,Tendencias
I004345,U01345,C0235,2025-12-30 22:47:02,Agregar a mi lista,App,Tendencias
I004346,U01345,C0041,2025-12-31 14:10:09,Descarga,App,Inicio
I004347,U01345,C0046,2025-12-09 21:33:50,Quitar de mi lista,App,Búsqueda
I004348,U00687,C0271,2025-05-03 20:38:13,Compartir,App,Búsqueda
I004349,U00687,C0161,2025-08-04 00:14:26,Me gusta,App,Inicio
I004350,U00687,C0017,2025-08-28 16:14:52,Quitar de mi lista,App,Búsqueda
I004351,U00687,C0373,2025-03-17 21:57:19,Quitar de mi lista,App,Continuar viendo
I004352,U01379,C0359,2025-06-16 22:15:06,No me gusta,App,Continuar viendo
I004353,U01379,C0224,2025-05-04 23:46:55,Agregar a mi lista,App,Recomendados
I004354,U00539,C0244,2025-06-18 08:25:59,No me gusta,App,Búsqueda
I004355,U00539,C0190,2025-08-28 23:05:09,Clic recomendación,App,Inicio
I004356,U00539,C0293,2025-06-25 11:03:51,Clic recomendación,App,Recomendados
I004357,U01414,C0172,2025-11-13 20:28:24,Clic recomendación,App,Tendencias
I004358,U01414,C0348,2025-12-15 13:12:53,Compartir,App,Búsqueda
I004359,U01001,C0245,2025-12-23 17:09:32,Me gusta,App,Búsqueda
I004360,U01001,C0356,2025-10-04 20:17:46,Me gusta,App,Recomendados
I004361,U01001,C0209,2025-11-21 22:43:20,Clic recomendación,App,Recomendados
I004362,U01001,C0126,2025-08-17 20:04:26,Clic recomendación,App,Recomendados
I004363,U01001,C0346,2025-10-23 21:26:04,Me gusta,Web,Inicio
I004364,U01001,C0319,2025-11-16 16:34:08,Me gusta,Web,Recomendados
I004365,U01001,C0360,2025-09-24 19:07:25,Compartir,Web,Recomendados
I004366,U01001,C0348,2025-09-07 20:34:46,Agregar a mi lista,App,Recomendados
I004367,U00077,C0288,2025-06-15 21:35:53,Compartir,Web,Continuar viendo
I004368,U00077,C0229,2025-07-16 17:13:35,Me gusta,App,Recomendados
I004369,U00077,C0157,2025-03-02 19:17:43,Agregar a mi lista,Web,Continuar viendo
I004370,U00077,C0066,2025-04-14 19:03:34,Me gusta,Web,Continuar viendo
I004371,U00077,C0392,2025-09-02 23:17:32,Clic recomendación,App,Recomendados
I004372,U00077,C0344,2025-03-04 21:47:23,No me gusta,App,Continuar viendo
I004373,U00077,C0033,2025-07-20 22:11:21,Agregar a mi lista,Web,Tendencias
I004374,U00077,C0033,2025-11-01 00:34:26,Clic recomendación,App,Recomendados
I004375,U00879,C0197,2025-01-16 18:05:26,Quitar de mi lista,Web,Búsqueda
I004376,U00879,C0221,2025-02-14 14:35:48,Agregar a mi lista,Web,Continuar viendo
I004377,U00879,C0126,2025-01-29 20:38:19,Descarga,Web,Inicio
I004378,U00879,C0274,2025-01-11 19:52:45,Me gusta,App,Inicio
I004379,U00879,C0117,2025-02-08 13:38:23,Me gusta,App,Recomendados
I004380,U00096,C0155,2025-10-12 23:35:16,Me gusta,App,Búsqueda
I004381,U00096,C0377,2025-12-23 17:32:21,Agregar a mi lista,App,Recomendados
I004382,U00096,C0258,2025-03-30 14:32:24,Quitar de mi lista,App,Recomendados
I004383,U00096,C0098,2025-03-29 16:21:39,Clic recomendación,App,Recomendados
I004384,U00364,C0221,2025-04-21 12:24:09,Agregar a mi lista,App,Recomendados
I004385,U00364,C0057,2025-04-17 20:35:49,Agregar a mi lista,App,Continuar viendo
I004386,U00364,C0316,2025-03-01 17:35:19,Me gusta,App,Búsqueda
I004387,U01157,C0118,2025-01-10 16:05:17,Clic recomendación,App,Inicio
I004388,U01157,C0236,2025-08-12 19:18:19,Clic recomendación,Web,Inicio
I004389,U01157,C0230,2025-02-19 01:08:00,Compartir,App,Recomendados
I004390,U01157,C0221,2025-06-27 21:00:29,Descarga,App,Búsqueda
I004391,U01157,C0091,2025-09-20 16:28:50,Clic recomendación,Web,Recomendados
I004392,U01157,C0034,2025-09-05 09:40:42,Agregar a mi lista,Web,Continuar viendo
I004393,U01157,C0266,2025-08-20 21:53:13,Clic recomendación,Web,Recomendados
I004394,U01157,C0140,2025-03-14 18:49:05,Agregar a mi lista,App,Inicio
I004395,U01040,C0368,2025-08-04 22:10:41,Me gusta,App,Inicio
I004396,U01040,C0086,2025-06-12 20:09:03,Quitar de mi lista,App,Continuar viendo
I004397,U01040,C0063,2025-08-10 19:47:17,Me gusta,App,Tendencias
I004398,U01040,C0191,2025-11-06 19:47:49,Agregar a mi lista,App,Recomendados
I004399,U01040,C0276,2025-06-02 10:08:53,Clic recomendación,App,Tendencias
I004400,U01115,C0144,2025-01-04 23:35:48,Clic recomendación,App,Recomendados
I004401,U01115,C0270,2025-03-23 21:41:53,Me gusta,App,Inicio
I004402,U01115,C0238,2025-03-03 18:13:20,Agregar a mi lista,App,Continuar viendo
I004403,U01115,C0095,2025-01-20 00:55:22,Descarga,App,Tendencias
I004404,U01115,C0235,2025-03-08 13:19:28,Agregar a mi lista,App,Búsqueda
I004405,U01419,C0110,2025-03-23 14:13:00,Clic recomendación,App,Tendencias
I004406,U01419,C0150,2025-08-23 19:21:55,Me gusta,App,Continuar viendo
I004407,U01251,C0275,2025-06-04 19:08:07,Agregar a mi lista,App,Búsqueda
I004408,U01251,C0346,2025-07-18 18:22:09,Me gusta,App,Inicio
I004409,U01251,C0333,2025-08-03 23:15:44,Me gusta,App,Inicio
I004410,U00322,C0289,2025-01-05 17:26:18,Me gusta,App,Continuar viendo
I004411,U01127,C0012,2025-09-07 23:05:51,Descarga,App,Búsqueda
I004412,U01127,C0169,2025-11-02 09:29:57,Compartir,App,Búsqueda
I004413,U01127,C0325,2025-10-12 23:32:12,Clic recomendación,Web,Recomendados
I004414,U01127,C0129,2025-08-07 13:58:42,Agregar a mi lista,App,Recomendados
I004415,U01133,C0107,2025-07-07 22:08:14,Clic recomendación,App,Inicio
I004416,U01133,C0276,2025-04-18 18:56:11,Clic recomendación,App,Recomendados
I004417,U01133,C0273,2025-07-01 07:51:06,Agregar a mi lista,App,Tendencias
I004418,U01133,C0286,2025-12-31 15:07:28,Clic recomendación,App,Inicio
I004419,U01133,C0246,2025-07-06 23:51:33,Agregar a mi lista,App,Inicio
I004420,U01133,C0350,2025-06-25 16:08:27,Clic recomendación,App,Recomendados
I004421,U01133,C0403,2025-10-07 07:05:40,Agregar a mi lista,App,Inicio
I004422,U01133,C0239,2025-08-18 01:23:35,Me gusta,App,Tendencias
I004423,U00710,C0130,2025-09-13 19:46:56,Me gusta,App,Recomendados
I004424,U00710,C0046,2025-10-01 17:54:05,Me gusta,App,Recomendados
I004425,U00710,C0076,2025-08-24 22:20:35,Agregar a mi lista,App,Búsqueda
I004426,U00710,C0235,2025-09-24 20:20:44,Quitar de mi lista,App,Búsqueda
I004427,U00710,C0042,2025-08-22 21:20:06,Clic recomendación,App,Recomendados
I004428,U00710,C0070,2025-12-26 13:48:43,No me gusta,App,Búsqueda
I004429,U00699,C0046,2025-02-12 21:01:25,Me gusta,Web,Inicio
I004430,U00699,C0410,2025-06-01 17:27:13,Agregar a mi lista,Web,Inicio
I004431,U00699,C0003,2025-07-25 20:45:19,Clic recomendación,Web,Recomendados
I004432,U00699,C0132,2025-05-27 20:15:52,No me gusta,Web,Inicio
I004433,U00255,C0255,2025-01-20 20:55:50,Clic recomendación,App,Recomendados
I004434,U00255,C0396,2025-02-21 12:24:08,Descarga,App,Tendencias
I004435,U00255,C0409,2025-01-17 10:04:47,Me gusta,App,Recomendados
I004436,U00255,C0082,2025-01-16 00:10:00,Clic recomendación,App,Inicio
I004437,U00255,C0285,2025-01-24 21:12:49,Clic recomendación,App,Recomendados
I004438,U00255,C0384,2025-02-17 03:26:54,Descarga,App,Búsqueda
I004439,U00255,C0290,2025-02-28 19:39:42,Agregar a mi lista,App,Continuar viendo
I004440,U00255,C0346,2025-01-16 20:46:25,Descarga,App,Recomendados
I004441,U00255,C0364,2025-02-23 23:10:28,Clic recomendación,App,Recomendados
I004442,U00255,C0260,2025-01-18 23:55:47,Clic recomendación,App,Tendencias
I004443,U00048,C0364,2025-11-29 21:45:58,Agregar a mi lista,App,Recomendados
I004444,U00048,C0042,2025-10-15 23:25:24,Clic recomendación,App,Recomendados
I004445,U00048,C0106,2025-08-24 22:17:26,Clic recomendación,App,Recomendados
I004446,U00048,C0161,2025-10-19 07:07:50,Clic recomendación,App,Tendencias
I004447,U00048,C0178,2025-09-26 00:29:23,Agregar a mi lista,App,Búsqueda
I004448,U00048,C0360,2025-12-06 15:28:35,Clic recomendación,App,Inicio
I004449,U00048,C0379,2025-09-01 23:09:38,Me gusta,App,Continuar viendo
I004450,U00048,C0118,2025-08-11 19:01:22,Descarga,App,Continuar viendo
I004451,U00048,C0230,2025-10-14 21:59:48,Clic recomendación,App,Recomendados
I004452,U00048,C0383,2025-09-19 20:33:55,Clic recomendación,App,Recomendados
I004453,U00048,C0335,2025-09-12 20:51:50,Me gusta,App,Inicio
I004454,U00048,C0374,2025-09-27 23:48:07,Me gusta,App,Continuar viendo
I004455,U01397,C0121,2025-07-15 19:57:28,Me gusta,App,Recomendados
I004456,U01397,C0277,2025-06-08 09:15:55,Clic recomendación,App,Inicio
I004457,U01460,C0095,2025-10-28 19:16:29,Agregar a mi lista,Web,Recomendados
I004458,U01460,C0078,2025-09-18 16:39:06,Agregar a mi lista,Web,Recomendados
I004459,U01460,C0290,2025-09-14 17:58:44,Agregar a mi lista,App,Tendencias
I004460,U01460,C0036,2025-10-03 09:13:17,Clic recomendación,App,Inicio
I004461,U01460,C0042,2025-08-24 09:45:18,Descarga,App,Inicio
I004462,U01460,C0068,2025-08-20 12:38:23,Descarga,Web,Recomendados
I004463,U01460,C0029,2025-09-12 18:36:32,Clic recomendación,App,Recomendados
I004464,U01460,C0038,2025-10-01 02:30:29,Clic recomendación,App,Recomendados
I004465,U01460,C0274,2025-09-05 16:42:33,Compartir,Web,Recomendados
I004466,U01460,C0189,2025-09-13 21:04:51,Agregar a mi lista,Web,Búsqueda
I004467,U00065,C0066,2025-03-22 20:21:33,Clic recomendación,App,Recomendados
I004468,U00065,C0281,2025-04-18 16:15:53,Agregar a mi lista,App,Continuar viendo
I004469,U00065,C0179,2025-05-01 23:04:27,Compartir,App,Tendencias
I004470,U00065,C0402,2025-07-17 20:01:34,Compartir,App,Búsqueda
I004471,U01198,C0272,2025-07-21 20:48:53,Descarga,App,Recomendados
I004472,U01198,C0102,2025-12-12 20:09:32,Me gusta,App,Búsqueda
I004473,U01198,C0320,2025-07-13 19:19:10,Agregar a mi lista,App,Búsqueda
I004474,U01198,C0300,2025-08-16 20:13:06,Clic recomendación,App,Inicio
I004475,U00160,C0415,2025-11-13 23:02:11,Compartir,App,Inicio
I004476,U00160,C0406,2025-08-03 11:38:23,Clic recomendación,App,Inicio
I004477,U00160,C0100,2025-09-16 02:58:01,Clic recomendación,App,Inicio
I004478,U00160,C0233,2025-06-24 11:52:02,Clic recomendación,App,Recomendados
I004479,U00160,C0095,2025-11-01 21:47:50,No me gusta,App,Búsqueda
I004480,U00160,C0245,2025-11-04 22:04:38,Agregar a mi lista,App,Inicio
I004481,U00991,C0015,2025-05-10 18:55:10,Me gusta,App,Inicio
I004482,U00991,C0268,2025-08-26 19:51:47,Me gusta,App,Tendencias
I004483,U00991,C0224,2025-09-04 13:22:51,Clic recomendación,App,Recomendados
I004484,U00991,C0298,2025-09-27 01:19:34,Agregar a mi lista,App,Continuar viendo
I004485,U00991,C0029,2025-09-23 18:37:59,Clic recomendación,App,Recomendados
I004486,U00991,C0348,2025-06-25 21:17:27,Me gusta,App,Continuar viendo
I004487,U00686,C0286,2025-06-01 20:32:41,Me gusta,App,Recomendados
I004488,U00686,C0098,2025-02-26 22:41:27,Agregar a mi lista,App,Búsqueda
I004489,U00686,C0284,2025-04-01 23:24:51,Descarga,App,Inicio
I004490,U00686,C0386,2025-11-30 21:21:50,Me gusta,App,Tendencias
I004491,U00686,C0055,2025-04-26 09:03:18,Compartir,App,Inicio
I004492,U01014,C0110,2025-03-31 22:33:47,Descarga,App,Inicio
I004493,U01014,C0001,2025-08-21 23:54:27,Compartir,App,Tendencias
I004494,U01014,C0266,2025-08-07 20:22:30,Descarga,App,Continuar viendo
I004495,U01014,C0371,2025-06-21 01:10:49,Compartir,App,Recomendados
I004496,U00059,C0063,2025-02-09 15:52:25,Clic recomendación,Web,Inicio
I004497,U00059,C0272,2025-04-01 17:52:48,Me gusta,App,Continuar viendo
I004498,U00059,C0155,2025-07-16 20:36:29,Quitar de mi lista,Web,Tendencias
I004499,U00059,C0326,2025-08-25 22:46:19,Clic recomendación,Web,Recomendados
I004500,U00059,C0109,2025-10-26 00:52:09,No me gusta,Web,Búsqueda
I004501,U00059,C0237,2025-04-01 19:27:42,Me gusta,Web,Continuar viendo
I004502,U00067,C0168,2025-03-01 22:05:03,Compartir,App,Inicio
I004503,U00067,C0318,2025-06-03 20:18:53,Me gusta,App,Recomendados
I004504,U00067,C0176,2025-03-01 20:24:29,Clic recomendación,App,Recomendados
I004505,U00067,C0315,2025-05-05 20:50:30,Me gusta,App,Inicio
I004506,U00067,C0151,2025-12-16 17:33:34,Clic recomendación,App,Recomendados
I004507,U00067,C0085,2025-12-18 09:36:42,Agregar a mi lista,App,Recomendados
I004508,U00067,C0356,2025-08-11 00:56:32,Agregar a mi lista,App,Recomendados
I004509,U00067,C0314,2025-06-22 22:10:24,Clic recomendación,App,Inicio
I004510,U00321,C0353,2025-01-14 06:30:03,Agregar a mi lista,App,Continuar viendo
I004511,U00321,C0164,2025-04-04 15:02:34,Me gusta,App,Inicio
I004512,U00321,C0153,2025-05-13 22:11:09,Clic recomendación,App,Recomendados
I004513,U00321,C0231,2025-05-31 18:28:41,Clic recomendación,App,Recomendados
I004514,U00321,C0185,2025-03-11 21:47:55,Clic recomendación,App,Recomendados
I004515,U00725,C0182,2025-01-17 11:07:20,Agregar a mi lista,App,Tendencias
I004516,U00725,C0417,2025-02-28 10:59:17,Me gusta,App,Recomendados
I004517,U00725,C0144,2025-12-29 19:10:17,Agregar a mi lista,App,Inicio
I004518,U00725,C0155,2025-07-30 23:00:36,Me gusta,App,Continuar viendo
I004519,U01476,C0174,2025-07-11 21:40:01,Clic recomendación,App,Recomendados
I004520,U01476,C0358,2025-11-17 14:48:29,Me gusta,App,Búsqueda
I004521,U01476,C0040,2025-08-31 08:16:05,Me gusta,App,Inicio
I004522,U01476,C0214,2025-04-03 17:48:19,Agregar a mi lista,App,Recomendados
I004523,U01476,C0259,2025-10-15 18:16:54,Agregar a mi lista,App,Inicio
I004524,U01476,C0120,2025-09-11 19:48:09,Me gusta,App,Inicio
I004525,U00349,C0102,2025-02-26 12:28:11,Compartir,App,Continuar viendo
I004526,U00349,C0134,2025-04-18 19:23:22,Agregar a mi lista,App,Recomendados
I004527,U00349,C0163,2025-05-01 19:49:58,Agregar a mi lista,App,Inicio
I004528,U00792,C0052,2025-12-24 19:25:42,Agregar a mi lista,Web,Recomendados
I004529,U00792,C0120,2025-12-13 20:14:08,Me gusta,App,Inicio
I004530,U00792,C0158,2025-11-20 21:40:46,Compartir,Web,Inicio
I004531,U00792,C0169,2025-12-02 20:34:34,Descarga,App,Continuar viendo
