reproduccion_id,usuario_id,contenido_id,dispositivo_id,fecha_hora_inicio,tipo_dispositivo,calidad_video,minutos_reproducidos,porcentaje_completado,abandono_temprano,buffering_segundos
R009231,U01351,C0254,D02249,2025-02-02 18:22:55,Consola,SD,65.4,74.3,No,0.3
R009232,U01271,C0239,D02112,2025-09-01 17:16:43,Computador,SD,46.4,89.2,No,3.1
R009233,U01221,C0221,D02035,2025-02-02 18:26:19,Computador,Full HD,118.9,99.9,No,2.4
R009234,U00988,C0028,D01640,2025-06-22 18:33:27,Smart TV,Full HD,109.8,74.7,No,6.0
R009235,U00905,C0113,D01490,2025-03-05 18:53:35,Smart TV,Full HD,51.8,89.3,No,6.2
R009236,U00371,C0320,D00620,2025-05-30 15:31:54,Tablet,Full HD,28.4,78.8,No,8.1
R009237,U00006,C0266,D00007,2025-04-15 21:56:23,Tablet,Full HD,36.0,72.1,No,5.9
R009238,U00714,C0348,D01168,2025-11-24 18:56:07,Smart TV,HD,78.0,92.8,No,0.6
R009239,U00763,C0153,D01250,2025-09-14 22:53:05,Móvil,HD,8.2,28.2,No,25.3
R009240,U01278,C0399,D02125,2025-05-27 16:59:41,Smart TV,Full HD,86.9,85.2,No,1.8
R009241,U00368,C0320,D00614,2025-11-08 21:41:25,Computador,Full HD,28.0,77.8,No,15.6
R009242,U00882,C0177,D01449,2025-11-14 20:45:58,Smart TV,4K,31.0,97.0,No,1.8
R009243,U01320,C0334,D02191,2025-05-18 20:26:05,Smart TV,Full HD,137.8,92.5,No,3.2
R009244,U00408,C0116,D00676,2025-07-27 17:43:48,Computador,4K,43.4,96.4,No,8.7
R009245,U00590,C0300,D00976,2025-09-29 13:52:15,Móvil,HD,43.3,77.3,No,16.9
R009246,U00196,C0197,D00324,2025-01-01 08:50:37,Smart TV,4K,26.5,73.5,No,14.6
R009247,U01265,C0240,D02103,2025-07-16 21:41:31,Computador,Full HD,110.9,99.0,No,10.8
R009248,U00617,C0078,D01025,2025-01-05 19:33:17,Smart TV,Full HD,75.2,71.6,No,4.6
R009249,U00733,C0265,D01199,2025-12-16 23:35:48,Móvil,HD,15.4,27.5,No,8.6
R009250,U01084,C0365,D01802,2025-10-23 13:58:30,Móvil,Full HD,20.3,36.2,No,13.1
R009251,U01296,C0043,D02156,2025-09-15 13:02:01,Móvil,Full HD,59.1,50.5,No,11.8
R009252,U01299,C0027,D02159,2025-02-19 21:45:37,Tablet,HD,21.6,54.1,No,25.1
R009253,U00272,C0389,D00455,2025-02-22 12:53:16,Tablet,Full HD,114.5,87.4,No,21.7
R009254,U01328,C0403,D02206,2025-11-25 22:49:07,Móvil,Full HD,53.1,37.9,No,4.4
R009255,U00311,C0022,D00528,2025-05-03 10:20:09,Móvil,Full HD,53.2,48.4,No,5.1
R009256,U00464,C0213,D00766,2025-01-11 18:16:41,Computador,4K,51.3,57.6,No,1.9
R009257,U01265,C0243,D02104,2025-05-10 11:20:09,Tablet,Full HD,60.8,46.4,No,20.1
R009258,U00677,C0218,D01116,2025-07-11 23:53:00,Smart TV,HD,44.5,74.2,No,1.7
R009259,U00847,C0252,D01387,2025-04-12 08:27:59,Móvil,HD,88.3,58.5,No,4.3
R009260,U01450,C0013,D02407,2025-10-23 23:37:43,Computador,HD,47.4,98.8,No,0
R009261,U00911,C0412,D01499,2025-08-10 09:58:14,Computador,HD,25.1,83.8,No,10.1
R009262,U00908,C0231,D01495,2025-07-20 23:47:40,Consola,Full HD,25.5,87.8,No,9.1
R009263,U00495,C0309,D00824,2025-12-25 19:03:16,Smart TV,HD,88.3,85.7,No,1.6
R009264,U00419,C0408,D00695,2025-06-25 18:38:19,Móvil,HD,119.6,92.7,No,7.8
R009265,U00586,C0307,D00969,2025-05-03 15:31:54,Tablet,4K,84.1,64.7,No,6.9
R009266,U01361,C0109,D02266,2025-12-08 20:32:46,Computador,Full HD,23.1,67.8,No,4.2
R009267,U00551,C0014,D00918,2025-04-26 19:00:16,Móvil,Full HD,47.8,99.6,No,1.0
R009268,U00520,C0318,D00861,2025-09-13 11:49:02,Consola,HD,56.5,97.4,No,10.7
R009269,U00623,C0215,D01033,2025-02-27 22:58:15,Computador,HD,92.1,73.1,No,10.0
R009270,U00660,C0011,D01091,2025-09-29 08:19:32,Smart TV,HD,100.4,83.7,No,6.6
R009271,U01171,C0313,D01948,2025-01-05 13:23:32,Computador,4K,55.3,86.4,No,8.1
R009272,U00228,C0365,D00376,2025-01-15 20:51:12,Tablet,HD,44.7,79.9,No,14.2
R009273,U00248,C0024,D00416,2025-07-10 19:35:36,Computador,Full HD,53.4,54.5,No,3.0
R009274,U00456,C0302,D00753,2025-11-19 20:59:23,Móvil,HD,22.2,19.5,Sí,24.0
R009275,U00792,C0045,D01299,2025-05-13 22:54:43,Computador,HD,97.0,100,No,4.1
R009276,U01196,C0359,D01990,2025-02-23 19:23:00,Smart TV,HD,127.4,83.8,No,4.3
R009277,U00458,C0259,D00756,2025-08-28 17:35:01,Consola,HD,134.0,100,No,6.6
R009278,U00341,C0299,D00576,2025-01-28 19:45:17,Smart TV,Full HD,80.9,57.4,No,7.8
R009279,U00192,C0120,D00319,2025-11-24 05:32:58,Consola,Full HD,95.5,94.6,No,1.6
R009280,U00919,C0170,D01515,2025-07-26 22:14:41,Móvil,Full HD,54.5,83.8,No,6.9
R009281,U00865,C0249,D01419,2025-08-02 17:32:41,Smart TV,HD,44.0,86.3,No,7.6
R009282,U01067,C0320,D01776,2025-01-06 19:39:23,Smart TV,HD,27.1,75.2,No,11.6
R009283,U00754,C0060,D01233,2025-09-19 09:02:33,Smart TV,Full HD,70.3,54.5,No,8.1
R009284,U00290,C0247,D00485,2025-03-05 16:21:10,Móvil,HD,70.8,78.7,No,3.7
R009285,U01086,C0097,D01804,2025-10-31 21:08:49,Móvil,4K,25.4,66.9,No,5.9
R009286,U01026,C0033,D01705,2025-02-06 19:43:20,Móvil,HD,85.9,93.4,No,7.1
R009287,U00329,C0095,D00560,2025-08-01 04:37:25,Computador,Full HD,36.4,91.0,No,4.1
R009288,U01072,C0016,D01782,2025-11-07 17:22:29,Móvil,HD,48.3,83.3,No,12.8
R009289,U00628,C0247,D01043,2025-06-21 04:05:59,Móvil,Full HD,90.0,100,No,1.5
R009290,U01288,C0132,D02139,2025-12-18 19:38:01,Smart TV,HD,27.8,52.5,No,11.5
R009291,U00707,C0174,D01158,2025-07-25 08:12:22,Smart TV,HD,101.7,82.7,No,9.2
R009292,U01374,C0160,D02288,2025-06-20 16:42:15,Móvil,Full HD,18.7,49.2,No,10.4
R009293,U01245,C0007,D02074,2025-11-15 22:58:57,Smart TV,Full HD,37.8,84.0,No,3.8
R009294,U00051,C0093,D00081,2025-10-29 22:00:37,Móvil,Full HD,48.1,47.2,No,0.8
R009295,U01391,C0332,D02315,2025-06-04 14:21:54,Móvil,SD,68.6,64.1,No,6.5
R009296,U00467,C0339,D00771,2025-11-15 16:24:27,Móvil,Full HD,102.5,74.8,No,15.7
R009297,U00694,C0028,D01138,2025-02-18 22:32:09,Tablet,HD,111.3,75.7,No,17.5
R009298,U00095,C0027,D00154,2025-02-11 16:47:42,Smart TV,HD,27.1,67.8,No,4.5
R009299,U01280,C0049,D02127,2025-02-09 18:51:30,Móvil,4K,31.8,63.6,No,24.9
R009300,U00349,C0211,D00586,2025-06-15 07:02:15,Móvil,Full HD,71.6,76.2,No,5.2
R009301,U01492,C0235,D02476,2025-10-26 13:46:13,Tablet,Full HD,90.0,72.6,No,23.0
R009302,U00443,C0301,D00733,2025-11-26 20:51:38,Computador,HD,44.8,91.5,No,4.4
R009303,U00811,C0098,D01330,2025-12-12 22:27:50,Computador,Full HD,24.0,79.9,No,3.5
R009304,U01256,C0351,D02090,2025-05-09 18:48:36,Móvil,HD,40.8,40.0,No,11.3
R009305,U00900,C0349,D01480,2025-01-30 17:07:58,Smart TV,HD,65.1,45.5,No,4.6
R009306,U00025,C0198,D00040,2025-03-06 20:44:51,Computador,HD,151.0,100,No,4.2
R009307,U01305,C0034,D02171,2025-07-06 09:21:19,Tablet,Full HD,22.8,78.7,No,8.5
R009308,U00868,C0056,D01423,2025-05-15 19:01:30,Tablet,HD,33.7,61.3,No,14.3
R009309,U01261,C0183,D02097,2025-03-25 14:59:05,Computador,Full HD,37.8,78.7,No,5.2
R009310,U00387,C0016,D00643,2025-09-15 22:07:03,Móvil,Full HD,51.7,89.2,No,20.2
R009311,U00025,C0142,D00041,2025-02-06 20:25:39,Smart TV,Full HD,45.0,100,No,11.4
R009312,U00637,C0262,D01056,2025-04-12 19:24:55,Smart TV,HD,136.2,89.0,No,4.4
R009313,U00344,C0218,D00580,2025-02-03 18:25:03,Computador,Full HD,59.8,99.6,No,7.6
R009314,U01324,C0309,D02199,2025-06-10 21:47:55,Smart TV,HD,85.1,82.6,No,3.1
R009315,U00924,C0056,D01523,2025-10-01 18:37:54,Computador,4K,35.9,65.2,No,2.7
R009316,U01140,C0386,D01895,2025-06-17 02:33:01,Smart TV,SD,88.2,80.2,No,4.7
R009317,U00461,C0063,D00763,2025-03-18 21:35:31,Smart TV,HD,63.8,63.8,No,7.0
R009318,U01229,C0417,D02049,2025-07-02 22:42:32,Smart TV,4K,103.0,84.4,No,7.5
R009319,U01348,C0192,D02243,2025-02-02 19:44:28,Smart TV,HD,57.0,100,No,0
R009320,U01142,C0359,D01900,2025-11-07 21:51:52,Móvil,Full HD,50.3,33.1,No,25.0
R009321,U01229,C0255,D02048,2025-04-11 14:55:07,Tablet,Full HD,97.4,84.0,No,4.8
R009322,U00698,C0202,D01145,2025-11-16 19:32:52,Tablet,Full HD,31.0,59.6,No,9.0
R009323,U00408,C0186,D00676,2025-03-06 22:10:45,Computador,Full HD,67.3,58.0,No,1.1
R009324,U00692,C0009,D01136,2025-05-08 20:12:38,Computador,HD,34.7,53.4,No,5.8
R009325,U00208,C0390,D00346,2025-04-01 20:34:09,Computador,HD,112.6,93.8,No,5.1
R009326,U00733,C0349,D01199,2025-12-22 21:47:25,Móvil,Full HD,83.8,58.6,No,11.3
R009327,U00769,C0226,D01263,2025-05-04 11:50:48,Tablet,HD,79.6,88.4,No,9.0
R009328,U00683,C0132,D01123,2025-12-23 21:34:45,Smart TV,HD,43.4,81.8,No,4.5
R009329,U01328,C0106,D02206,2025-08-18 08:17:10,Móvil,HD,68.8,88.2,No,6.1
R009330,U01318,C0096,D02189,2025-08-16 21:18:03,Smart TV,HD,115.8,77.2,No,2.6
R009331,U00883,C0080,D01451,2025-04-24 17:54:40,Móvil,Full HD,64.7,59.4,No,13.9
R009332,U00081,C0013,D00133,2025-12-31 21:51:54,Smart TV,Full HD,33.1,68.9,No,15.4
R009333,U00701,C0117,D01150,2025-10-25 19:38:10,Computador,Full HD,72.0,62.6,No,0
R009334,U00513,C0097,D00850,2025-06-12 22:21:50,Smart TV,4K,34.6,91.1,No,4.4
R009335,U00010,C0191,D00014,2025-01-17 21:59:32,Smart TV,Full HD,46.5,89.4,No,1.6
R009336,U00786,C0194,D01292,2025-08-16 18:59:18,Móvil,4K,20.1,41.0,No,8.9
R009337,U01167,C0341,D01941,2025-08-10 20:36:48,Smart TV,HD,26.8,95.8,No,16.3
R009338,U00633,C0164,D01052,2025-05-10 20:52:21,Móvil,HD,55.7,56.8,No,20.7
R009339,U01181,C0377,D01965,2025-09-22 14:51:09,Consola,Full HD,69.8,67.8,No,5.3
R009340,U00593,C0031,D00981,2025-06-06 10:57:26,Tablet,SD,84.7,71.2,No,12.0
R009341,U00842,C0082,D01380,2025-08-23 11:31:28,Tablet,SD,68.0,66.0,No,6.2
R009342,U01382,C0389,D02301,2025-12-09 19:17:43,Móvil,Full HD,88.2,67.3,No,10.3
R009343,U00408,C0296,D00678,2025-02-09 08:42:35,Móvil,4K,55.3,49.8,No,2.1
R009344,U00436,C0100,D00722,2025-12-10 21:27:40,Móvil,Full HD,48.2,46.3,No,8.7
R009345,U01267,C0277,D02106,2025-07-29 22:05:46,Móvil,HD,83.2,55.5,No,10.9
R009346,U00643,C0244,D01064,2025-04-16 03:17:14,Móvil,HD,26.5,54.0,No,14.4
R009347,U00779,C0166,D01282,2025-12-18 10:11:05,Móvil,4K,51.1,62.3,No,9.6
R009348,U00856,C0053,D01403,2025-08-28 18:10:39,Smart TV,HD,100.1,77.6,No,0.6
R009349,U00796,C0039,D01307,2025-09-10 18:41:43,Smart TV,Full HD,122.4,81.6,No,9.0
R009350,U00189,C0082,D00313,2025-11-26 11:46:17,Smart TV,HD,74.2,72.0,No,0.9
R009351,U01184,C0006,D01971,2025-10-20 18:12:18,Móvil,HD,41.8,28.8,No,11.7
R009352,U00697,C0206,D01143,2025-12-07 17:58:16,Smart TV,HD,24.3,76.0,No,2.7
R009353,U01150,C0384,D01911,2025-12-06 17:11:07,Móvil,SD,39.4,78.7,No,10.7
R009354,U00747,C0366,D01223,2025-08-23 20:55:11,Computador,Full HD,20.0,58.7,No,10.4
R009355,U00140,C0223,D00234,2025-11-23 00:40:12,Móvil,Full HD,43.2,47.5,No,10.6
R009356,U01182,C0127,D01968,2025-04-29 22:37:32,Tablet,HD,56.1,59.7,No,23.3
R009357,U01386,C0133,D02307,2025-04-13 20:48:05,Smart TV,HD,44.0,100,No,6.8
R009358,U00520,C0060,D00859,2025-08-20 13:56:20,Móvil,Full HD,62.6,48.5,No,13.6
R009359,U00771,C0123,D01266,2025-11-19 16:24:53,Computador,Full HD,49.2,86.3,No,4.5
R009360,U00044,C0149,D00071,2025-06-13 17:09:33,Smart TV,HD,102.0,100,No,7.5
R009361,U00439,C0170,D00728,2025-11-11 17:01:58,Consola,Full HD,48.7,74.9,No,3.3
R009362,U00756,C0082,D01237,2025-03-20 18:47:54,Smart TV,Full HD,91.2,88.5,No,4.4
R009363,U00114,C0043,D00186,2025-09-16 20:06:49,Smart TV,HD,110.8,94.7,No,5.3
R009364,U00948,C0040,D01568,2025-03-24 19:52:46,Computador,HD,75.5,89.9,No,5.0
R009365,U00454,C0092,D00750,2025-02-28 18:45:34,Móvil,Full HD,38.6,71.4,No,3.0
R009366,U00325,C0251,D00552,2025-02-23 19:43:55,Móvil,HD,30.9,53.2,No,15.7
R009367,U00209,C0231,D00347,2025-10-31 19:55:39,Smart TV,4K,22.3,77.0,No,11.4
R009368,U00459,C0328,D00759,2025-08-11 20:47:53,Consola,HD,75.1,90.5,No,3.0
R009369,U00008,C0325,D00009,2025-03-02 21:16:04,Computador,Full HD,62.0,59.6,No,3.1
R009370,U00285,C0343,D00477,2025-01-14 21:56:18,Smart TV,Full HD,37.0,97.3,No,6.8
R009371,U00881,C0298,D01448,2025-08-17 19:57:21,Computador,4K,69.6,71.0,No,3.8
R009372,U00405,C0281,D00672,2025-06-12 20:57:47,Móvil,HD,37.1,75.8,No,3.9
R009373,U01002,C0199,D01666,2025-09-06 19:09:06,Consola,Full HD,82.0,100,No,12.0
R009374,U00620,C0419,D01030,2025-03-31 22:03:53,Computador,HD,25.2,70.0,No,7.9
R009375,U00122,C0129,D00201,2025-09-04 15:08:43,Computador,HD,73.6,85.6,No,0
R009376,U00619,C0395,D01029,2025-05-12 21:14:51,Móvil,Full HD,122.9,93.8,No,8.6
R009377,U00102,C0247,D00165,2025-03-09 23:37:56,Móvil,Full HD,54.9,61.0,No,20.5
R009378,U00411,C0142,D00681,2025-10-24 19:12:46,Móvil,Full HD,34.9,77.6,No,6.2
R009379,U00646,C0351,D01069,2025-09-12 21:24:27,Computador,HD,74.7,73.2,No,4.2
R009380,U01287,C0241,D02137,2025-12-08 18:36:10,Móvil,4K,26.9,59.7,No,13.5
R009381,U00514,C0065,D00851,2025-09-11 09:35:13,Smart TV,4K,38.0,97.4,No,4.2
R009382,U01187,C0313,D01977,2025-07-12 11:37:09,Tablet,Full HD,54.7,85.5,No,0.1
R009383,U00833,C0083,D01365,2025-04-30 20:23:30,Computador,Full HD,74.2,61.3,No,7.5
R009384,U01325,C0145,D02200,2025-06-30 23:27:45,Móvil,Full HD,38.6,82.1,No,20.9
R009385,U00467,C0194,D00771,2025-12-12 15:12:50,Móvil,Full HD,22.6,46.2,No,19.8
R009386,U01283,C0022,D02132,2025-12-19 22:07:45,Computador,Full HD,97.6,88.7,No,6.5
R009387,U01349,C0083,D02244,2025-01-01 22:15:38,Computador,Full HD,103.2,85.3,No,7.1
R009388,U01069,C0268,D01778,2025-06-29 19:47:30,Tablet,Full HD,16.7,47.8,No,7.0
R009389,U01105,C0093,D01836,2025-12-12 08:17:42,Móvil,4K,36.1,35.4,No,32.4
R009390,U00424,C0247,D00704,2025-01-05 23:34:04,Móvil,Full HD,53.3,59.2,No,6.3
R009391,U00889,C0133,D01463,2025-04-26 21:44:31,Smart TV,HD,18.4,41.9,No,4.6
R009392,U00475,C0373,D00785,2025-02-20 14:39:07,Tablet,Full HD,58.5,42.7,No,32.5
R009393,U00714,C0185,D01168,2025-02-02 20:38:46,Smart TV,Full HD,32.9,94.0,No,3.4
R009394,U01227,C0123,D02045,2025-09-19 20:40:55,Computador,Full HD,53.1,93.2,No,3.0
R009395,U00001,C0326,D00001,2025-01-24 19:09:23,Móvil,4K,30.1,71.7,No,8.2
R009396,U01017,C0348,D01691,2025-02-10 16:02:23,Computador,HD,78.7,93.7,No,0
R009397,U01466,C0043,D02435,2025-10-15 23:15:09,Smart TV,4K,70.3,60.1,No,6.0
R009398,U00475,C0251,D00784,2025-05-25 17:09:23,Consola,4K,37.9,65.4,No,6.4
R009399,U00574,C0386,D00952,2025-11-17 18:40:36,Móvil,SD,84.3,76.6,No,15.0
R009400,U01147,C0271,D01907,2025-11-16 19:57:14,Tablet,HD,99.3,91.9,No,15.7
R009401,U00863,C0246,D01413,2025-01-29 20:00:10,Móvil,Full HD,98.0,72.6,No,17.1
R009402,U00384,C0372,D00640,2025-03-08 20:09:51,Tablet,4K,91.9,72.4,No,5.4
R009403,U01364,C0107,D02273,2025-11-14 20:02:38,Smart TV,HD,43.9,87.8,No,6.6
R009404,U01267,C0250,D02106,2025-10-17 20:52:20,Móvil,Full HD,36.2,75.5,No,18.9
R009405,U01140,C0334,D01895,2025-01-31 09:08:41,Smart TV,HD,99.1,66.5,No,5.3
R009406,U00038,C0245,D00062,2025-11-20 07:25:22,Computador,Full HD,130.8,84.4,No,0.4
R009407,U00257,C0292,D00431,2025-11-18 20:35:49,Smart TV,Full HD,34.0,89.5,No,3.2
R009408,U00770,C0251,D01265,2025-06-18 11:36:27,Computador,Full HD,58.0,100,No,5.2
R009409,U00878,C0332,D01442,2025-11-22 20:17:49,Tablet,HD,72.1,67.4,No,7.4
R009410,U00671,C0108,D01106,2025-10-26 22:09:22,Tablet,HD,46.4,38.7,No,11.8
R009411,U01089,C0180,D01809,2025-06-01 05:42:51,Consola,4K,80.7,93.8,No,6.4
R009412,U01164,C0005,D01937,2025-06-14 07:57:49,Móvil,HD,57.4,78.6,No,5.0
R009413,U01083,C0010,D01799,2025-11-30 18:06:33,Smart TV,Full HD,147.2,95.6,No,8.9
R009414,U01371,C0032,D02285,2025-01-28 09:22:35,Móvil,HD,30.4,24.5,No,15.7
R009415,U00237,C0399,D00388,2025-10-14 17:49:23,Móvil,HD,51.7,50.7,No,14.1
R009416,U01150,C0099,D01911,2025-11-18 11:03:24,Móvil,4K,52.6,50.6,No,7.3
R009417,U00133,C0049,D00221,2025-12-21 21:31:58,Smart TV,4K,44.3,88.6,No,12.8
R009418,U01412,C0042,D02346,2025-04-18 07:12:00,Smart TV,Full HD,33.0,73.3,No,6.5
R009419,U00340,C0127,D00575,2025-09-28 08:31:49,Smart TV,4K,67.5,71.8,No,4.7
R009420,U00673,C0348,D01110,2025-03-21 21:20:31,Computador,HD,84.0,100,No,4.2
R009421,U01361,C0008,D02266,2025-11-02 18:37:16,Computador,HD,90.2,98.0,No,5.1
R009422,U01287,C0368,D02137,2025-11-15 22:21:59,Móvil,Full HD,38.9,74.9,No,6.6
R009423,U00617,C0040,D01025,2025-01-23 13:34:59,Smart TV,HD,66.9,79.7,No,0.4
R009424,U01352,C0115,D02250,2025-06-28 14:32:31,Smart TV,SD,93.1,87.0,No,0
R009425,U00293,C0367,D00491,2025-11-02 04:10:13,Computador,HD,26.4,75.5,No,10.5
R009426,U01056,C0147,D01759,2025-10-16 18:00:52,Computador,4K,80.1,80.9,No,6.6
R009427,U00192,C0054,D00319,2025-07-27 19:50:11,Consola,4K,37.9,94.7,No,5.7
R009428,U00394,C0273,D00652,2025-01-21 23:38:16,Consola,HD,40.1,74.3,No,7.8
R009429,U01131,C0279,D01880,2025-06-13 21:47:11,Móvil,HD,55.6,64.6,No,7.0
R009430,U00811,C0053,D01330,2025-12-19 12:14:41,Computador,HD,107.5,83.3,No,2.0
R009431,U00926,C0065,D01526,2025-02-17 16:25:24,Computador,4K,19.1,49.0,No,5.6
R009432,U01079,C0326,D01795,2025-04-20 19:03:12,Computador,4K,26.2,62.5,No,9.4
R009433,U00366,C0231,D00611,2025-01-06 21:08:12,Tablet,4K,17.1,59.1,No,17.1
R009434,U01314,C0157,D02185,2025-01-12 14:18:14,Móvil,HD,32.4,62.3,No,14.4
R009435,U01103,C0257,D01833,2025-01-17 18:41:06,Tablet,Full HD,47.5,57.9,No,7.6
R009436,U00418,C0094,D00694,2025-07-19 22:26:56,Smart TV,HD,26.1,87.1,No,13.7
R009437,U00679,C0390,D01118,2025-08-28 07:42:30,Móvil,HD,97.0,80.8,No,13.8
R009438,U01045,C0378,D01733,2025-04-04 17:05:17,Móvil,Full HD,28.0,23.1,No,12.8
R009439,U01335,C0141,D02219,2025-03-22 09:03:09,Consola,HD,69.8,55.4,No,5.4
R009440,U00087,C0138,D00142,2025-09-15 21:34:29,Tablet,SD,25.2,81.4,No,9.8
R009441,U00371,C0413,D00620,2025-08-08 15:42:51,Tablet,SD,42.8,66.8,No,10.3
R009442,U00378,C0355,D00631,2025-07-19 23:10:08,Móvil,Full HD,63.7,46.5,No,6.7
R009443,U01122,C0288,D01869,2025-10-23 09:11:11,Móvil,HD,26.0,52.0,No,26.2
R009444,U01453,C0038,D02412,2025-07-14 23:08:48,Tablet,HD,90.7,63.4,No,13.6
R009445,U00326,C0153,D00554,2025-10-06 07:08:48,Smart TV,Full HD,22.3,76.8,No,3.9
R009446,U01077,C0330,D01790,2025-11-09 22:00:43,Computador,Full HD,23.2,68.2,No,7.0
R009447,U00318,C0311,D00540,2025-06-20 21:48:53,Smart TV,4K,91.8,83.5,No,11.9
R009448,U00245,C0176,D00409,2025-06-10 20:54:00,Smart TV,Full HD,85.7,89.3,No,4.7
R009449,U00187,C0371,D00308,2025-09-24 15:33:44,Móvil,HD,42.8,62.0,No,7.5
R009450,U00752,C0246,D01231,2025-05-07 22:24:40,Smart TV,HD,115.2,85.3,No,4.3
R009451,U00984,C0135,D01631,2025-08-04 19:36:31,Móvil,Full HD,43.3,41.6,No,17.1
R009452,U00422,C0173,D00701,2025-03-23 15:52:08,Móvil,HD,130.0,84.4,No,9.0
R009453,U00109,C0276,D00179,2025-11-05 16:56:00,Móvil,HD,36.2,84.3,No,9.4
R009454,U00594,C0111,D00982,2025-12-09 18:24:29,Smart TV,Full HD,76.9,88.4,No,4.5
R009455,U00448,C0197,D00741,2025-04-28 21:46:55,Móvil,Full HD,22.7,63.1,No,22.7
R009456,U00936,C0273,D01543,2025-08-14 17:35:05,Tablet,Full HD,46.0,85.2,No,5.5
R009457,U00359,C0277,D00601,2025-09-01 19:51:43,Tablet,Full HD,66.6,44.4,No,17.7
R009458,U01086,C0043,D01804,2025-11-06 17:55:52,Móvil,HD,52.1,44.5,No,4.6
R009459,U01143,C0181,D01901,2025-04-05 12:08:16,Computador,Full HD,81.7,77.1,No,0
R009460,U00489,C0087,D00812,2025-11-23 18:41:46,Computador,4K,68.4,76.9,No,3.1
R009461,U00245,C0371,D00410,2025-02-21 18:09:25,Móvil,Full HD,40.8,59.2,No,13.6
R009462,U01456,C0207,D02418,2025-01-16 20:09:35,Móvil,HD,36.0,67.9,No,13.3
R009463,U00667,C0232,D01102,2025-03-17 16:32:23,Computador,Full HD,30.0,100,No,2.3
R009464,U00363,C0179,D00606,2025-04-29 11:58:14,Smart TV,HD,97.0,79.5,No,6.4
R009465,U00039,C0196,D00065,2025-02-19 23:01:55,Smart TV,Full HD,63.1,72.5,No,2.0
R009466,U00015,C0302,D00020,2025-03-19 21:49:51,Móvil,HD,88.7,77.8,No,12.1
R009467,U00144,C0207,D00239,2025-07-17 18:39:17,Smart TV,Full HD,49.8,93.9,No,4.8
R009468,U00749,C0148,D01227,2025-07-22 21:26:26,Móvil,Full HD,43.1,88.0,No,0.6
R009469,U01325,C0235,D02201,2025-12-03 17:57:45,Consola,Full HD,85.2,68.7,No,14.4
R009470,U00871,C0197,D01430,2025-08-13 22:48:08,Computador,4K,13.4,37.3,No,7.7
R009471,U01322,C0394,D02195,2025-05-10 22:53:36,Móvil,Full HD,37.2,71.5,No,11.5
R009472,U00583,C0214,D00965,2025-09-04 07:03:33,Computador,4K,18.3,53.9,No,14.5
R009473,U00078,C0261,D00127,2025-10-21 14:54:53,Smart TV,Full HD,77.7,61.2,No,13.4
R009474,U01213,C0004,D02022,2025-08-26 20:17:52,Móvil,Full HD,89.7,91.5,No,7.5
R009475,U00599,C0218,D00992,2025-02-06 19:32:05,Móvil,HD,39.3,65.5,No,23.6
R009476,U00565,C0293,D00941,2025-08-14 19:06:43,Tablet,Full HD,43.6,43.6,No,22.5
R009477,U00549,C0236,D00913,2025-10-19 22:18:37,Smart TV,HD,94.0,94.9,No,5.8
R009478,U00103,C0210,D00168,2025-07-07 08:54:27,Móvil,HD,21.4,59.5,No,9.1
R009479,U01489,C0269,D02469,2025-01-08 18:57:09,Móvil,HD,55.4,81.4,No,18.6
R009480,U00770,C0193,D01265,2025-06-25 18:30:02,Computador,Full HD,24.2,73.2,No,0
R009481,U00923,C0254,D01522,2025-07-31 22:19:15,Tablet,Full HD,73.8,83.9,No,19.4
R009482,U00610,C0166,D01013,2025-10-15 21:55:53,Móvil,4K,71.1,86.7,No,9.0
R009483,U00607,C0160,D01007,2025-06-21 11:59:56,Tablet,4K,29.3,77.1,No,16.1
R009484,U00627,C0352,D01041,2025-06-25 16:49:05,Tablet,HD,68.4,99.2,No,10.9
R009485,U00429,C0099,D00711,2025-08-09 19:42:22,Móvil,Full HD,93.6,90.0,No,9.3
R009486,U00029,C0025,D00045,2025-02-19 11:06:41,Smart TV,4K,27.4,49.9,No,7.8
R009487,U01069,C0203,D01778,2025-08-01 21:02:27,Tablet,Full HD,62.7,74.6,No,0.7
R009488,U00930,C0172,D01531,2025-12-23 18:45:23,Móvil,HD,41.4,49.3,No,15.1
R009489,U00928,C0236,D01528,2025-08-02 21:24:26,Smart TV,4K,99.0,100,No,2.2
R009490,U00375,C0386,D00628,2025-01-23 23:24:58,Consola,HD,69.7,63.4,No,4.9
R009491,U00012,C0408,D00016,2025-11-27 22:32:37,Móvil,HD,57.5,44.6,No,26.3
R009492,U01012,C0394,D01681,2025-05-03 12:05:50,Computador,4K,32.9,63.3,No,13.8
R009493,U00744,C0108,D01220,2025-09-10 20:46:20,Tablet,SD,81.1,67.6,No,18.4
R009494,U00778,C0093,D01281,2025-11-11 18:29:11,Smart TV,4K,68.0,66.7,No,9.7
R009495,U00286,C0221,D00478,2025-12-17 17:14:50,Smart TV,Full HD,96.6,81.2,No,7.6
R009496,U01407,C0259,D02339,2025-06-30 02:43:34,Computador,SD,93.9,70.1,No,2.4
R009497,U00502,C0046,D00834,2025-09-15 08:35:54,Computador,HD,58.7,65.2,No,4.8
R009498,U00099,C0320,D00160,2025-10-16 18:40:26,Móvil,Full HD,21.4,59.4,No,8.4
R009499,U01363,C0250,D02272,2025-04-05 21:07:56,Computador,4K,37.3,77.8,No,5.7
