suscripcion_id,usuario_id,plan,fecha_inicio,fecha_fin,estado,precio_mensual_usd,renovacion_automatica,motivo_cancelacion
S00753,U00753,Estándar,2025-10-03,,Activa,9.99,Sí,
S00754,U00754,Básico,2025-02-18,,Activa,6.99,Sí,
S00755,U00755,Estándar,2024-10-19,,Activa,9.99,Sí,
S00756,U00756,Estándar,2024-05-30,,Activa,9.99,Sí,
S00757,U00757,Estándar,2025-11-02,,Activa,9.99,Sí,
S00758,U00758,Básico,2023-05-17,,Activa,6.99,Sí,
S00759,U00759,Básico,2025-06-29,,Activa,6.99,Sí,
S00760,U00760,Básico,2025-09-03,,Activa,6.99,Sí,
S00761,U00761,Estándar,2023-02-05,,Activa,9.99,Sí,
S00762,U00762,Básico,2025-03-23,,Activa,6.99,Sí,
S00763,U00763,Básico,2024-01-05,,Activa,6.99,Sí,
S00764,U00764,Estándar,2023-04-15,2025-08-08,Cancelada,9.99,No,Poco uso
S00765,U00765,Estándar,2025-04-11,,Activa,9.99,Sí,
S00766,U00766,Básico,2025-10-04,2025-12-08,Cancelada,6.99,No,Precio
S00767,U00767,Premium,2023-03-06,,Activa,13.99,Sí,
S00768,U00768,Estándar,2023-09-08,,Activa,9.99,Sí,
S00769,U00769,Básico,2023-02-03,,Activa,6.99,Sí,
S00770,U00770,Premium,2023-10-29,2025-09-23,Cancelada,13.99,No,Cambio a otra plataforma
S00771,U00771,Premium,2023-12-06,,Activa,13.99,Sí,
S00772,U00772,Básico,2024-11-14,2025-08-03,Cancelada,6.99,No,Poco uso
S00773,U00773,Básico,2024-08-18,2025-01-23,Cancelada,6.99,Sí,Contenido insuficiente
S00774,U00774,Básico,2024-01-22,,Activa,6.99,Sí,
S00775,U00775,Premium,2025-03-04,,Activa,13.99,Sí,
S00776,U00776,Premium,2025-01-27,,Activa,13.99,Sí,
S00777,U00777,Estándar,2024-03-26,,Activa,9.99,Sí,
S00778,U00778,Premium,2025-04-20,,Activa,13.99,Sí,
S00779,U00779,Estándar,2025-10-08,,Activa,9.99,Sí,
S00780,U00780,Estándar,2024-07-26,,Activa,9.99,Sí,
S00781,U00781,Básico,2023-09-16,2025-04-26,Cancelada,6.99,No,Precio
S00782,U00782,Estándar,2024-11-21,,Activa,9.99,Sí,
S00783,U00783,Básico,2024-06-10,2025-05-01,Cancelada,6.99,No,Cambio a otra plataforma
S00784,U00784,Básico,2024-11-09,,Activa,6.99,Sí,
S00785,U00785,Estándar,2023-11-15,,Activa,9.99,Sí,
S00786,U00786,Estándar,2024-02-12,,Activa,9.99,Sí,
S00787,U00787,Básico,2025-03-22,2025-08-23,Cancelada,6.99,Sí,Poco uso
S00788,U00788,Básico,2025-05-11,2025-09-26,Cancelada,6.99,No,Otro
S00789,U00789,Estándar,2023-11-20,2025-04-30,Cancelada,9.99,No,Precio
S00790,U00790,Estándar,2025-06-22,,Activa,9.99,Sí,
S00791,U00791,Estándar,2025-02-21,2025-10-17,Cancelada,9.99,Sí,Contenido insuficiente
S00792,U00792,Básico,2024-11-22,,Activa,6.99,Sí,
S00793,U00793,Básico,2025-11-29,,Activa,6.99,Sí,
S00794,U00794,Estándar,2025-08-04,2025-10-28,Cancelada,9.99,No,Poco uso
S00795,U00795,Estándar,2023-05-06,2025-03-07,Cancelada,9.99,No,Problemas técnicos
S00796,U00796,Estándar,2025-07-30,,Activa,9.99,Sí,
S00797,U00797,Básico,2023-06-23,2025-02-01,Cancelada,6.99,Sí,Poco uso
S00798,U00798,Estándar,2025-06-04,,Activa,9.99,Sí,
S00799,U00799,Básico,2024-05-27,,Activa,6.99,Sí,
S00800,U00800,Estándar,2025-01-06,,Activa,9.99,Sí,
S00801,U00801,Básico,2023-04-18,,Activa,6.99,Sí,
S00802,U00802,Estándar,2025-07-31,,Activa,9.99,Sí,
S00803,U00803,Estándar,2024-05-04,2025-12-07,Cancelada,9.99,Sí,Poco uso
S00804,U00804,Premium,2024-04-18,,Activa,13.99,Sí,
S00805,U00805,Estándar,2023-07-01,,Activa,9.99,Sí,
S00806,U00806,Estándar,2024-12-20,,Activa,9.99,Sí,
S00807,U00807,Básico,2023-03-02,,Activa,6.99,Sí,
S00808,U00808,Básico,2024-12-13,2025-11-24,Cancelada,6.99,No,Contenido insuficiente
S00809,U00809,Estándar,2023-02-06,,Activa,9.99,Sí,
S00810,U00810,Estándar,2025-05-13,2025-07-12,Cancelada,9.99,No,Otro
S00811,U00811,Estándar,2025-11-12,,Activa,9.99,Sí,
S00812,U00812,Básico,2025-03-31,,Activa,6.99,Sí,
S00813,U00813,Estándar,2023-02-28,2025-08-03,Cancelada,9.99,No,Cambio a otra plataforma
S00814,U00814,Básico,2023-01-06,,Activa,6.99,Sí,
S00815,U00815,Básico,2024-11-29,,Activa,6.99,Sí,
S00816,U00816,Premium,2023-07-07,,Activa,13.99,Sí,
S00817,U00817,Premium,2024-11-04,,Activa,13.99,Sí,
S00818,U00818,Premium,2025-02-14,,Activa,13.99,Sí,
S00819,U00819,Premium,2024-05-26,,Activa,13.99,Sí,
S00820,U00820,Premium,2024-01-05,,Activa,13.99,Sí,
S00821,U00821,Básico,2023-11-18,,Activa,6.99,Sí,
S00822,U00822,Estándar,2025-02-05,,Activa,9.99,Sí,
S00823,U00823,Básico,2023-04-08,2025-07-22,Cancelada,6.99,No,Poco uso
S00824,U00824,Básico,2023-09-08,2025-01-27,Cancelada,6.99,No,Otro
S00825,U00825,Básico,2024-11-25,,Activa,6.99,Sí,
S00826,U00826,Estándar,2025-08-06,,Activa,9.99,Sí,
S00827,U00827,Estándar,2024-04-28,,Activa,9.99,Sí,
S00828,U00828,Premium,2024-02-06,2025-09-01,Cancelada,13.99,No,Poco uso
S00829,U00829,Básico,2024-07-04,2025-06-29,Cancelada,6.99,Sí,Poco uso
S00830,U00830,Básico,2025-06-09,2025-11-18,Cancelada,6.99,No,Problemas técnicos
S00831,U00831,Premium,2024-10-30,,Activa,13.99,Sí,
S00832,U00832,Premium,2025-01-15,,Activa,13.99,Sí,
S00833,U00833,Estándar,2025-01-24,2025-06-26,Cancelada,9.99,No,Poco uso
S00834,U00834,Estándar,2025-02-18,,Activa,9.99,Sí,
S00835,U00835,Estándar,2025-09-29,,Activa,9.99,Sí,
S00836,U00836,Estándar,2024-03-27,,Activa,9.99,Sí,
S00837,U00837,Premium,2023-08-03,,Activa,13.99,Sí,
S00838,U00838,Estándar,2023-06-14,2025-10-02,Cancelada,9.99,No,Poco uso
S00839,U00839,Estándar,2024-03-15,,Activa,9.99,Sí,
S00840,U00840,Básico,2025-09-21,,Activa,6.99,Sí,
S00841,U00841,Estándar,2024-08-04,2025-01-23,Cancelada,9.99,No,Cambio a otra plataforma
S00842,U00842,Básico,2024-11-28,,Activa,6.99,Sí,
S00843,U00843,Estándar,2023-03-09,,Activa,9.99,Sí,
S00844,U00844,Premium,2023-11-14,,Activa,13.99,Sí,
S00845,U00845,Estándar,2024-01-25,,Activa,9.99,Sí,
S00846,U00846,Básico,2024-03-22,2025-09-07,Cancelada,6.99,Sí,Problemas técnicos
S00847,U00847,Estándar,2025-03-25,,Activa,9.99,Sí,
S00848,U00848,Básico,2025-11-09,2025-12-20,Cancelada,6.99,No,Poco uso
S00849,U00849,Premium,2025-05-31,2025-11-11,Cancelada,13.99,No,Precio
S00850,U00850,Estándar,2023-12-19,,Activa,9.99,Sí,
S00851,U00851,Básico,2023-04-11,2025-12-20,Cancelada,6.99,No,Poco uso
S00852,U00852,Estándar,2024-04-26,,Activa,9.99,Sí,
S00853,U00853,Básico,2024-02-17,,Activa,6.99,Sí,
S00854,U00854,Básico,2023-08-05,2025-08-29,Cancelada,6.99,Sí,Contenido insuficiente
S00855,U00855,Estándar,2025-10-08,,Activa,9.99,Sí,
S00856,U00856,Básico,2023-07-30,2025-10-02,Cancelada,6.99,No,Poco uso
S00857,U00857,Básico,2023-10-09,2025-12-15,Cancelada,6.99,No,Otro
S00858,U00858,Básico,2023-10-31,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S00859,U00859,Básico,2025-05-28,2025-08-15,Cancelada,6.99,No,Poco uso
S00860,U00860,Premium,2025-11-23,,Activa,13.99,Sí,
S00861,U00861,Premium,2024-01-18,,Activa,13.99,Sí,
S00862,U00862,Premium,2024-12-08,,Activa,13.99,Sí,
S00863,U00863,Básico,2023-06-14,2025-03-02,Cancelada,6.99,Sí,Poco uso
S00864,U00864,Premium,2025-06-28,,Activa,13.99,Sí,
S00865,U00865,Básico,2023-03-28,2025-08-06,Cancelada,6.99,No,Cambio a otra plataforma
S00866,U00866,Básico,2024-03-23,,Activa,6.99,Sí,
S00867,U00867,Premium,2023-10-02,,Activa,13.99,Sí,
S00868,U00868,Estándar,2025-04-24,,Activa,9.99,Sí,
S00869,U00869,Básico,2025-09-05,,Activa,6.99,Sí,
S00870,U00870,Premium,2025-05-02,,Activa,13.99,Sí,
S00871,U00871,Premium,2023-09-05,,Activa,13.99,Sí,
S00872,U00872,Estándar,2024-11-10,,Activa,9.99,Sí,
S00873,U00873,Premium,2025-11-28,,Activa,13.99,Sí,
S00874,U00874,Premium,2025-05-19,,Activa,13.99,Sí,
S00875,U00875,Básico,2023-07-01,,Activa,6.99,Sí,
S00876,U00876,Básico,2023-01-22,,Activa,6.99,Sí,
S00877,U00877,Básico,2025-03-29,2025-05-25,Cancelada,6.99,No,Poco uso
S00878,U00878,Básico,2023-03-25,,Activa,6.99,Sí,
S00879,U00879,Estándar,2024-10-24,2025-02-17,Cancelada,9.99,No,Problemas técnicos
S00880,U00880,Premium,2024-12-03,,Activa,13.99,Sí,
S00881,U00881,Estándar,2024-10-31,2025-09-22,Cancelada,9.99,Sí,Precio
S00882,U00882,Premium,2023-11-04,,Activa,13.99,Sí,
S00883,U00883,Estándar,2024-10-28,,Activa,9.99,Sí,
S00884,U00884,Estándar,2023-04-12,,Activa,9.99,Sí,
S00885,U00885,Premium,2023-05-12,,Activa,13.99,Sí,
S00886,U00886,Estándar,2024-08-06,,Activa,9.99,Sí,
S00887,U00887,Estándar,2023-03-28,,Activa,9.99,Sí,
S00888,U00888,Básico,2025-08-08,2025-10-24,Cancelada,6.99,Sí,Contenido insuficiente
S00889,U00889,Estándar,2023-01-09,,Activa,9.99,Sí,
S00890,U00890,Premium,2023-03-02,,Activa,13.99,Sí,
S00891,U00891,Estándar,2024-09-13,2025-05-03,Cancelada,9.99,Sí,Problemas técnicos
S00892,U00892,Básico,2023-04-03,,Activa,6.99,Sí,
S00893,U00893,Básico,2025-11-09,,Activa,6.99,Sí,
S00894,U00894,Estándar,2023-03-19,,Activa,9.99,Sí,
S00895,U00895,Básico,2024-04-16,,Activa,6.99,Sí,
S00896,U00896,Estándar,2023-01-19,2025-02-26,Cancelada,9.99,Sí,Cambio a otra plataforma
S00897,U00897,Estándar,2023-02-18,,Activa,9.99,Sí,
S00898,U00898,Premium,2023-02-23,,Activa,13.99,Sí,
S00899,U00899,Estándar,2024-01-28,,Activa,9.99,Sí,
S00900,U00900,Estándar,2023-12-07,2025-02-18,Cancelada,9.99,No,Precio
S00901,U00901,Premium,2024-08-19,,Activa,13.99,Sí,
S00902,U00902,Premium,2024-05-16,,Activa,13.99,Sí,
S00903,U00903,Básico,2025-01-10,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S00904,U00904,Básico,2023-09-12,,Activa,6.99,Sí,
S00905,U00905,Premium,2024-05-18,,Activa,13.99,Sí,
S00906,U00906,Básico,2024-05-24,,Activa,6.99,Sí,
S00907,U00907,Estándar,2025-03-05,,Activa,9.99,Sí,
S00908,U00908,Estándar,2025-01-06,,Activa,9.99,Sí,
S00909,U00909,Estándar,2025-09-15,2025-11-03,Cancelada,9.99,No,Contenido insuficiente
S00910,U00910,Premium,2024-06-16,,Activa,13.99,Sí,
S00911,U00911,Básico,2025-03-10,2025-09-11,Cancelada,6.99,Sí,Precio
S00912,U00912,Estándar,2023-02-11,,Activa,9.99,Sí,
S00913,U00913,Premium,2025-02-25,,Activa,13.99,Sí,
S00914,U00914,Premium,2024-03-08,,Activa,13.99,Sí,
S00915,U00915,Básico,2024-06-25,2025-07-23,Cancelada,6.99,No,Contenido insuficiente
S00916,U00916,Estándar,2024-07-07,,Activa,9.99,Sí,
S00917,U00917,Estándar,2025-01-29,,Activa,9.99,Sí,
S00918,U00918,Básico,2023-04-10,2025-07-18,Cancelada,6.99,No,Contenido insuficiente
S00919,U00919,Estándar,2025-06-09,,Activa,9.99,Sí,
S00920,U00920,Estándar,2025-08-31,,Activa,9.99,Sí,
S00921,U00921,Básico,2024-12-03,2025-10-04,Cancelada,6.99,No,Contenido insuficiente
S00922,U00922,Estándar,2025-11-11,,Activa,9.99,Sí,
S00923,U00923,Estándar,2024-05-16,,Activa,9.99,Sí,
S00924,U00924,Premium,2025-08-10,,Activa,13.99,Sí,
S00925,U00925,Estándar,2023-02-28,2025-11-27,Cancelada,9.99,No,Poco uso
S00926,U00926,Premium,2024-04-02,,Activa,13.99,Sí,
S00927,U00927,Básico,2024-05-04,2025-12-14,Cancelada,6.99,No,Poco uso
S00928,U00928,Premium,2025-06-02,,Activa,13.99,Sí,
S00929,U00929,Estándar,2025-07-08,2025-12-11,Cancelada,9.99,Sí,Precio
S00930,U00930,Premium,2023-09-06,,Activa,13.99,Sí,
S00931,U00931,Estándar,2024-05-31,,Activa,9.99,Sí,
S00932,U00932,Premium,2023-07-01,,Activa,13.99,Sí,
S00933,U00933,Estándar,2023-03-28,,Activa,9.99,Sí,
S00934,U00934,Estándar,2025-11-20,,Activa,9.99,Sí,
S00935,U00935,Premium,2023-06-18,,Activa,13.99,Sí,
S00936,U00936,Estándar,2023-04-19,,Activa,9.99,Sí,
S00937,U00937,Básico,2025-08-10,,Activa,6.99,Sí,
S00938,U00938,Estándar,2023-01-21,,Activa,9.99,Sí,
S00939,U00939,Estándar,2023-01-17,,Activa,9.99,Sí,
S00940,U00940,Premium,2023-06-03,,Activa,13.99,Sí,
S00941,U00941,Estándar,2024-11-29,,Activa,9.99,Sí,
S00942,U00942,Básico,2023-09-21,,Activa,6.99,Sí,
S00943,U00943,Básico,2025-06-29,2025-08-23,Cancelada,6.99,No,Poco uso
S00944,U00944,Básico,2024-03-10,2025-07-13,Cancelada,6.99,Sí,Precio
S00945,U00945,Básico,2025-06-24,,Activa,6.99,Sí,
S00946,U00946,Estándar,2024-07-18,,Activa,9.99,Sí,
S00947,U00947,Estándar,2023-12-04,2025-05-19,Cancelada,9.99,Sí,Problemas técnicos
S00948,U00948,Estándar,2023-10-10,,Activa,9.99,Sí,
S00949,U00949,Básico,2025-11-06,,Activa,6.99,Sí,
S00950,U00950,Básico,2024-08-08,2025-01-20,Cancelada,6.99,Sí,Cambio a otra plataforma
S00951,U00951,Estándar,2025-03-04,2025-07-09,Cancelada,9.99,No,Precio
S00952,U00952,Estándar,2025-04-17,2025-11-29,Cancelada,9.99,No,Contenido insuficiente
S00953,U00953,Estándar,2024-05-25,,Activa,9.99,Sí,
S00954,U00954,Básico,2023-02-18,2025-08-26,Cancelada,6.99,No,Precio
S00955,U00955,Estándar,2024-10-05,2025-04-22,Cancelada,9.99,No,Contenido insuficiente
S00956,U00956,Estándar,2024-08-23,,Activa,9.99,Sí,
S00957,U00957,Estándar,2025-01-11,2025-10-06,Cancelada,9.99,No,Problemas técnicos
S00958,U00958,Estándar,2025-11-19,,Activa,9.99,Sí,
S00959,U00959,Básico,2024-05-16,,Activa,6.99,Sí,
S00960,U00960,Básico,2025-04-27,,Activa,6.99,Sí,
S00961,U00961,Básico,2024-01-18,,Activa,6.99,Sí,
S00962,U00962,Estándar,2024-02-11,,Activa,9.99,Sí,
S00963,U00963,Básico,2024-12-12,,Activa,6.99,Sí,
S00964,U00964,Básico,2024-02-23,,Activa,6.99,Sí,
S00965,U00965,Estándar,2024-05-11,,Activa,9.99,Sí,
S00966,U00966,Estándar,2024-11-07,,Activa,9.99,Sí,
S00967,U00967,Básico,2025-03-15,,Activa,6.99,Sí,
S00968,U00968,Estándar,2025-05-21,,Activa,9.99,Sí,
S00969,U00969,Básico,2024-06-08,2025-06-19,Cancelada,6.99,No,Otro
S00970,U00970,Estándar,2025-06-04,,Activa,9.99,Sí,
S00971,U00971,Premium,2024-10-18,,Activa,13.99,Sí,
S00972,U00972,Básico,2023-05-24,,Activa,6.99,Sí,
S00973,U00973,Premium,2023-03-18,,Activa,13.99,Sí,
S00974,U00974,Premium,2023-09-20,,Activa,13.99,Sí,
S00975,U00975,Estándar,2025-03-18,2025-11-06,Cancelada,9.99,No,Cambio a otra plataforma
S00976,U00976,Estándar,2024-01-13,,Activa,9.99,Sí,
S00977,U00977,Estándar,2023-10-10,2025-03-23,Cancelada,9.99,No,Cambio a otra plataforma
S00978,U00978,Premium,2023-09-18,,Activa,13.99,Sí,
S00979,U00979,Estándar,2025-11-02,,Activa,9.99,Sí,
S00980,U00980,Básico,2023-02-23,,Activa,6.99,Sí,
S00981,U00981,Básico,2025-05-30,,Activa,6.99,Sí,
S00982,U00982,Premium,2025-09-17,2025-11-04,Cancelada,13.99,No,Problemas técnicos
S00983,U00983,Estándar,2024-02-26,,Activa,9.99,Sí,
S00984,U00984,Premium,2024-01-18,,Activa,13.99,Sí,
S00985,U00985,Premium,2024-05-13,,Activa,13.99,Sí,
S00986,U00986,Estándar,2024-12-22,,Activa,9.99,Sí,
S00987,U00987,Básico,2023-07-07,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S00988,U00988,Estándar,2024-10-13,,Activa,9.99,Sí,
S00989,U00989,Estándar,2025-05-06,,Activa,9.99,Sí,
S00990,U00990,Básico,2025-08-13,,Activa,6.99,Sí,
S00991,U00991,Premium,2025-04-21,,Activa,13.99,Sí,
S00992,U00992,Básico,2023-03-18,,Activa,6.99,Sí,
S00993,U00993,Estándar,2024-10-29,2025-07-14,Cancelada,9.99,No,Poco uso
S00994,U00994,Básico,2024-04-08,,Activa,6.99,Sí,
S00995,U00995,Básico,2024-10-11,,Activa,6.99,Sí,
S00996,U00996,Premium,2024-06-12,,Activa,13.99,Sí,
S00997,U00997,Básico,2025-09-24,2025-12-20,Cancelada,6.99,No,Precio
S00998,U00998,Estándar,2023-05-10,,Activa,9.99,Sí,
S00999,U00999,Básico,2023-11-22,2025-05-26,Cancelada,6.99,No,Poco uso
S01000,U01000,Básico,2024-12-26,2025-12-10,Cancelada,6.99,No,Precio
S01001,U01001,Premium,2025-07-20,,Activa,13.99,Sí,
S01002,U01002,Premium,2025-05-01,2025-09-10,Cancelada,13.99,Sí,Poco uso
S01003,U01003,Estándar,2023-06-15,,Activa,9.99,Sí,
S01004,U01004,Básico,2023-11-02,2025-04-12,Cancelada,6.99,No,Cambio a otra plataforma
S01005,U01005,Premium,2023-08-13,,Activa,13.99,Sí,
S01006,U01006,Estándar,2023-05-17,,Activa,9.99,Sí,
S01007,U01007,Estándar,2024-09-08,,Activa,9.99,Sí,
S01008,U01008,Estándar,2024-11-14,,Activa,9.99,Sí,
S01009,U01009,Básico,2023-03-11,2025-09-02,Cancelada,6.99,No,Problemas técnicos
S01010,U01010,Básico,2024-07-17,2025-12-20,Cancelada,6.99,No,Poco uso
S01011,U01011,Estándar,2024-07-07,2025-03-24,Cancelada,9.99,No,Precio
S01012,U01012,Premium,2024-08-15,,Activa,13.99,Sí,
S01013,U01013,Básico,2025-02-08,,Activa,6.99,Sí,
S01014,U01014,Estándar,2023-07-15,2025-09-02,Cancelada,9.99,Sí,Problemas técnicos
S01015,U01015,Estándar,2024-03-19,,Activa,9.99,Sí,
S01016,U01016,Estándar,2025-06-08,,Activa,9.99,Sí,
S01017,U01017,Básico,2024-04-21,,Activa,6.99,Sí,
S01018,U01018,Premium,2025-06-22,,Activa,13.99,Sí,
S01019,U01019,Básico,2023-06-09,,Activa,6.99,Sí,
S01020,U01020,Básico,2023-02-10,2025-10-16,Cancelada,6.99,No,Precio
S01021,U01021,Básico,2024-05-16,,Activa,6.99,Sí,
S01022,U01022,Premium,2023-05-27,,Activa,13.99,Sí,
S01023,U01023,Estándar,2025-11-01,,Activa,9.99,Sí,
S01024,U01024,Estándar,2024-01-06,2025-05-08,Cancelada,9.99,Sí,Contenido insuficiente
S01025,U01025,Premium,2024-05-26,,Activa,13.99,Sí,
S01026,U01026,Básico,2024-12-03,2025-03-26,Cancelada,6.99,No,Poco uso
S01027,U01027,Estándar,2025-06-02,,Activa,9.99,Sí,
S01028,U01028,Básico,2024-07-02,,Activa,6.99,Sí,
S01029,U01029,Estándar,2024-02-19,,Activa,9.99,Sí,
S01030,U01030,Estándar,2024-02-16,2025-05-19,Cancelada,9.99,No,Cambio a otra plataforma
S01031,U01031,Estándar,2024-11-23,,Activa,9.99,Sí,
S01032,U01032,Básico,2025-05-27,,Activa,6.99,Sí,
S01033,U01033,Estándar,2025-08-15,2025-09-30,Cancelada,9.99,Sí,Contenido insuficiente
S01034,U01034,Básico,2025-02-09,2025-10-25,Cancelada,6.99,No,Poco uso
S01035,U01035,Estándar,2025-07-03,,Activa,9.99,Sí,
S01036,U01036,Premium,2025-09-27,,Activa,13.99,Sí,
S01037,U01037,Básico,2025-08-10,,Activa,6.99,Sí,
S01038,U01038,Básico,2023-03-13,,Activa,6.99,Sí,
S01039,U01039,Estándar,2023-08-05,,Activa,9.99,Sí,
S01040,U01040,Premium,2023-08-12,,Activa,13.99,Sí,
S01041,U01041,Estándar,2023-01-20,,Activa,9.99,Sí,
S01042,U01042,Básico,2024-03-25,,Activa,6.99,Sí,
S01043,U01043,Básico,2024-01-07,,Activa,6.99,Sí,
S01044,U01044,Básico,2024-10-31,2025-07-11,Cancelada,6.99,No,Poco uso
S01045,U01045,Estándar,2024-01-01,,Activa,9.99,Sí,
S01046,U01046,Premium,2025-11-20,,Activa,13.99,Sí,
S01047,U01047,Premium,2024-08-22,,Activa,13.99,Sí,
S01048,U01048,Estándar,2023-07-09,,Activa,9.99,Sí,
S01049,U01049,Premium,2024-01-23,,Activa,13.99,Sí,
S01050,U01050,Básico,2024-01-19,,Activa,6.99,Sí,
S01051,U01051,Premium,2025-10-17,,Activa,13.99,Sí,
S01052,U01052,Básico,2023-09-20,2025-06-13,Cancelada,6.99,No,Precio
S01053,U01053,Estándar,2025-09-08,,Activa,9.99,Sí,
S01054,U01054,Premium,2025-07-10,,Activa,13.99,Sí,
S01055,U01055,Estándar,2025-07-31,2025-12-13,Cancelada,9.99,No,Precio
S01056,U01056,Premium,2024-03-20,,Activa,13.99,Sí,
S01057,U01057,Básico,2024-09-08,,Activa,6.99,Sí,
S01058,U01058,Básico,2023-06-03,2025-04-05,Cancelada,6.99,No,Poco uso
S01059,U01059,Básico,2023-08-27,,Activa,6.99,Sí,
S01060,U01060,Premium,2023-02-25,,Activa,13.99,Sí,
S01061,U01061,Premium,2024-10-13,,Activa,13.99,Sí,
S01062,U01062,Básico,2023-01-30,2025-11-03,Cancelada,6.99,Sí,Cambio a otra plataforma
S01063,U01063,Estándar,2025-07-07,,Activa,9.99,Sí,
S01064,U01064,Premium,2024-01-02,,Activa,13.99,Sí,
S01065,U01065,Básico,2024-12-01,,Activa,6.99,Sí,
S01066,U01066,Estándar,2025-01-16,2025-07-13,Cancelada,9.99,Sí,Poco uso
S01067,U01067,Básico,2024-03-31,,Activa,6.99,Sí,
S01068,U01068,Básico,2023-04-27,2025-08-25,Cancelada,6.99,No,Precio
S01069,U01069,Premium,2025-04-25,,Activa,13.99,Sí,
S01070,U01070,Premium,2025-11-08,,Activa,13.99,Sí,
S01071,U01071,Básico,2025-07-14,,Activa,6.99,Sí,
S01072,U01072,Básico,2024-01-27,,Activa,6.99,Sí,
S01073,U01073,Premium,2024-11-26,,Activa,13.99,Sí,
S01074,U01074,Básico,2025-01-30,2025-08-18,Cancelada,6.99,No,Poco uso
S01075,U01075,Básico,2024-11-03,2025-01-26,Cancelada,6.99,No,Problemas técnicos
S01076,U01076,Básico,2024-07-20,,Activa,6.99,Sí,
S01077,U01077,Premium,2023-10-22,,Activa,13.99,Sí,
S01078,U01078,Básico,2024-08-26,2025-10-25,Cancelada,6.99,No,Poco uso
S01079,U01079,Estándar,2025-03-22,,Activa,9.99,Sí,
S01080,U01080,Estándar,2023-08-20,,Activa,9.99,Sí,
S01081,U01081,Estándar,2025-01-27,,Activa,9.99,Sí,
S01082,U01082,Estándar,2023-02-23,,Activa,9.99,Sí,
S01083,U01083,Básico,2025-09-02,,Activa,6.99,Sí,
S01084,U01084,Premium,2025-09-06,,Activa,13.99,Sí,
S01085,U01085,Estándar,2025-05-31,,Activa,9.99,Sí,
S01086,U01086,Estándar,2023-02-18,,Activa,9.99,Sí,
S01087,U01087,Estándar,2024-02-29,,Activa,9.99,Sí,
S01088,U01088,Estándar,2025-10-19,,Activa,9.99,Sí,
S01089,U01089,Estándar,2024-03-25,,Activa,9.99,Sí,
S01090,U01090,Premium,2023-05-07,2025-02-26,Cancelada,13.99,No,Poco uso
S01091,U01091,Estándar,2023-08-27,,Activa,9.99,Sí,
S01092,U01092,Básico,2023-08-08,2025-05-16,Cancelada,6.99,No,Cambio a otra plataforma
S01093,U01093,Estándar,2023-10-18,,Activa,9.99,Sí,
S01094,U01094,Estándar,2023-12-08,,Activa,9.99,Sí,
S01095,U01095,Estándar,2024-05-02,,Activa,9.99,Sí,
S01096,U01096,Estándar,2025-08-29,,Activa,9.99,Sí,
S01097,U01097,Estándar,2025-06-05,,Activa,9.99,Sí,
S01098,U01098,Estándar,2023-05-02,2025-06-07,Cancelada,9.99,No,Otro
S01099,U01099,Básico,2023-11-12,,Activa,6.99,Sí,
S01100,U01100,Básico,2023-05-30,,Activa,6.99,Sí,
S01101,U01101,Estándar,2025-01-30,,Activa,9.99,Sí,
S01102,U01102,Básico,2024-01-07,2025-08-04,Cancelada,6.99,Sí,Precio
S01103,U01103,Premium,2024-04-29,,Activa,13.99,Sí,
S01104,U01104,Básico,2023-04-24,2025-04-12,Cancelada,6.99,No,Precio
S01105,U01105,Estándar,2025-09-05,,Activa,9.99,Sí,
S01106,U01106,Básico,2024-05-26,2025-09-27,Cancelada,6.99,No,Precio
S01107,U01107,Premium,2025-08-24,,Activa,13.99,Sí,
S01108,U01108,Estándar,2023-03-05,2025-10-19,Cancelada,9.99,No,Cambio a otra plataforma
S01109,U01109,Estándar,2025-07-15,2025-11-09,Cancelada,9.99,Sí,Poco uso
S01110,U01110,Básico,2024-12-22,,Activa,6.99,Sí,
S01111,U01111,Básico,2025-05-01,,Activa,6.99,Sí,
S01112,U01112,Básico,2024-04-06,2025-09-30,Cancelada,6.99,No,Cambio a otra plataforma
S01113,U01113,Estándar,2024-11-21,,Activa,9.99,Sí,
S01114,U01114,Premium,2024-03-11,2025-03-22,Cancelada,13.99,No,Precio
S01115,U01115,Básico,2024-08-07,2025-05-08,Cancelada,6.99,No,Poco uso
S01116,U01116,Premium,2024-04-26,,Activa,13.99,Sí,
S01117,U01117,Estándar,2023-10-24,,Activa,9.99,Sí,
S01118,U01118,Básico,2025-09-24,2025-11-19,Cancelada,6.99,No,Otro
S01119,U01119,Básico,2024-03-09,,Activa,6.99,Sí,
S01120,U01120,Premium,2025-05-21,2025-09-03,Cancelada,13.99,No,Problemas técnicos
S01121,U01121,Estándar,2025-02-18,2025-07-19,Cancelada,9.99,Sí,Precio
S01122,U01122,Básico,2023-08-20,,Activa,6.99,Sí,
S01123,U01123,Estándar,2024-02-21,,Activa,9.99,Sí,
S01124,U01124,Estándar,2025-01-15,,Activa,9.99,Sí,
S01125,U01125,Estándar,2023-10-11,,Activa,9.99,Sí,
S01126,U01126,Básico,2023-11-02,2025-01-23,Cancelada,6.99,No,Contenido insuficiente
S01127,U01127,Estándar,2025-07-28,,Activa,9.99,Sí,
