calificacion_id,usuario_id,contenido_id,fecha_calificacion,puntuacion_1_5,recomendaria,categoria_comentario
K01544,U01257,C0409,2025-11-07 20:09:05,4,Sí,Experiencia general
K01545,U01257,C0175,2025-11-28 20:25:09,4,Sí,Experiencia general
K01546,U01257,C0246,2025-05-16 14:06:15,4,Sí,Contenido
K01547,U01257,C0103,2025-02-13 13:41:41,4,Sí,Historia
K01548,U01042,C0104,2025-02-17 19:29:30,4,Sí,Experiencia general
K01549,U01042,C0220,2025-11-01 16:13:33,4,Sí,Calidad técnica
K01550,U01042,C0055,2025-12-26 16:24:49,4,Sí,Historia
K01551,U01337,C0105,2025-05-29 19:35:41,4,Sí,Contenido
K01552,U01337,C0281,2025-03-04 21:02:01,3,No,Historia
K01553,U01337,C0102,2025-08-26 20:36:30,4,Sí,Experiencia general
K01554,U01337,C0058,2025-11-20 11:18:37,4,Sí,Experiencia general
K01555,U01337,C0204,2025-06-10 21:06:00,4,Sí,Historia
K01556,U00829,C0174,2025-02-16 20:27:01,4,Sí,Contenido
K01557,U00829,C0414,2025-01-17 16:57:03,3,No,Historia
K01558,U00188,C0249,2025-03-10 16:48:33,4,Sí,Actuación
K01559,U00980,C0301,2025-06-21 15:48:30,3,No,Contenido
K01560,U01180,C0252,2025-09-24 18:33:00,5,Sí,Experiencia general
K01561,U00734,C0243,2025-12-31 23:59:59,4,Sí,Actuación
K01562,U00734,C0008,2025-05-12 21:51:16,5,Sí,Historia
K01563,U00734,C0039,2025-08-02 07:20:48,4,Sí,Historia
K01564,U00715,C0416,2025-06-13 16:30:13,4,Sí,Contenido
K01565,U00715,C0089,2025-09-13 15:36:05,4,Sí,Historia
K01566,U00715,C0256,2025-02-13 22:33:19,4,Sí,Contenido
K01567,U00715,C0065,2025-10-02 14:03:41,4,Sí,Historia
K01568,U00439,C0170,2025-11-14 17:01:58,5,Sí,Calidad técnica
K01569,U00670,C0286,2025-09-05 20:51:28,4,Sí,Historia
K01570,U00670,C0263,2025-10-08 13:11:46,4,Sí,Historia
K01571,U00670,C0186,2025-05-28 15:08:52,4,Sí,Historia
K01572,U00632,C0391,2025-10-27 17:45:16,4,Sí,Contenido
K01573,U00632,C0122,2025-10-05 11:54:27,5,Sí,Historia
K01574,U00690,C0229,2025-12-30 21:19:17,4,Sí,Contenido
K01575,U00690,C0300,2025-05-06 06:40:52,4,Sí,Contenido
K01576,U00908,C0235,2025-01-08 18:12:07,4,Sí,Experiencia general
K01577,U00908,C0384,2025-08-17 22:39:50,4,Sí,Contenido
K01578,U01059,C0327,2025-12-18 11:47:44,5,Sí,Actuación
K01579,U01059,C0066,2025-08-19 17:18:42,5,Sí,Contenido
K01580,U01059,C0064,2025-12-17 18:48:15,4,Sí,Contenido
K01581,U01059,C0340,2025-04-08 19:33:15,4,Sí,Actuación
K01582,U01185,C0101,2025-08-08 20:47:58,4,Sí,Historia
K01583,U00844,C0094,2025-07-12 22:12:16,4,Sí,Contenido
K01584,U00844,C0174,2025-05-25 23:36:37,4,Sí,Historia
K01585,U00844,C0228,2025-11-07 23:00:12,4,Sí,Contenido
K01586,U01494,C0357,2025-11-21 14:26:33,3,No,Contenido
K01587,U01494,C0135,2025-03-31 10:22:51,4,Sí,Experiencia general
K01588,U01494,C0294,2025-11-10 16:19:37,4,Sí,Experiencia general
K01589,U01217,C0255,2025-10-09 21:15:09,4,Sí,Contenido
K01590,U01217,C0034,2025-12-18 16:39:28,3,No,Calidad técnica
K01591,U01217,C0071,2025-06-24 16:03:12,4,Sí,Contenido
K01592,U01217,C0257,2025-12-06 10:50:37,5,Sí,Actuación
K01593,U01217,C0215,2025-02-10 11:11:30,5,Sí,Contenido
K01594,U00584,C0277,2025-02-10 00:19:50,3,No,Contenido
K01595,U01201,C0365,2025-06-19 18:05:15,4,Sí,Contenido
K01596,U01201,C0375,2025-10-29 19:39:55,4,Sí,Experiencia general
K01597,U01201,C0160,2025-05-12 18:46:56,4,Sí,Experiencia general
K01598,U01182,C0371,2025-01-24 22:18:22,3,No,Contenido
K01599,U00764,C0407,2025-04-22 21:52:26,3,No,Historia
K01600,U00044,C0092,2025-12-30 17:31:13,4,Sí,Historia
K01601,U00044,C0196,2025-04-10 20:26:20,4,Sí,Actuación
K01602,U00044,C0247,2025-11-05 17:12:10,5,Sí,Contenido
K01603,U01143,C0363,2025-11-08 17:51:58,5,Sí,Contenido
K01604,U01143,C0360,2025-07-13 20:35:34,4,Sí,Experiencia general
K01605,U01143,C0181,2025-04-10 12:08:16,3,No,Contenido
K01606,U00968,C0140,2025-09-03 17:08:06,4,Sí,Historia
K01607,U00461,C0077,2025-04-28 14:51:05,4,Sí,Contenido
K01608,U00461,C0053,2025-01-08 12:30:35,5,Sí,Historia
K01609,U00461,C0143,2025-02-24 07:10:18,4,Sí,Actuación
K01610,U00795,C0387,2025-02-17 21:56:29,4,Sí,Historia
K01611,U00795,C0420,2025-01-08 17:30:49,3,No,Actuación
K01612,U00795,C0180,2025-01-27 19:13:18,4,Sí,Historia
K01613,U00224,C0301,2025-01-26 13:48:23,4,Sí,Contenido
K01614,U00224,C0259,2025-01-17 21:34:21,4,Sí,Contenido
K01615,U01168,C0350,2025-07-08 07:23:15,4,Sí,Contenido
K01616,U01168,C0036,2025-04-03 14:33:39,5,Sí,Actuación
K01617,U00607,C0148,2025-02-10 21:57:36,5,Sí,Contenido
K01618,U00607,C0018,2025-12-31 23:59:59,4,Sí,Contenido
K01619,U00607,C0368,2025-04-27 19:18:10,3,No,Actuación
K01620,U01113,C0169,2025-08-26 22:10:57,4,Sí,Calidad técnica
K01621,U01113,C0085,2025-09-24 21:41:26,3,No,Contenido
K01622,U01113,C0173,2025-01-16 16:19:13,5,Sí,Experiencia general
K01623,U00250,C0145,2025-10-08 17:56:46,5,Sí,Experiencia general
K01624,U00250,C0402,2025-09-16 07:07:50,4,Sí,Contenido
K01625,U00250,C0189,2025-12-18 18:03:04,4,Sí,Historia
K01626,U00533,C0267,2025-08-28 19:45:23,4,Sí,Historia
K01627,U00117,C0120,2025-11-27 15:48:51,4,Sí,Actuación
K01628,U01211,C0242,2025-04-30 22:28:10,4,Sí,Contenido
K01629,U01211,C0112,2025-09-20 17:47:40,4,Sí,Actuación
K01630,U00802,C0311,2025-11-24 21:48:47,3,No,Experiencia general
K01631,U00802,C0103,2025-11-04 20:47:35,4,Sí,Historia
K01632,U00802,C0157,2025-12-17 22:33:44,4,Sí,Contenido
K01633,U00915,C0260,2025-04-12 08:03:02,4,Sí,Contenido
K01634,U00915,C0189,2025-05-08 20:03:26,4,Sí,Experiencia general
K01635,U00915,C0048,2025-03-28 20:31:43,4,Sí,Historia
K01636,U00915,C0403,2025-05-21 14:31:02,3,No,Experiencia general
K01637,U01203,C0212,2025-09-04 17:04:14,4,Sí,Calidad técnica
K01638,U01203,C0266,2025-05-07 10:34:39,3,No,Contenido
K01639,U00938,C0318,2025-08-17 07:01:08,4,Sí,Actuación
K01640,U00938,C0112,2025-01-07 20:58:21,4,Sí,Calidad técnica
K01641,U00938,C0085,2025-10-08 08:07:56,3,No,Calidad técnica
K01642,U01197,C0241,2025-02-02 07:23:06,4,Sí,Experiencia general
K01643,U01197,C0117,2025-09-22 23:37:20,4,Sí,Historia
K01644,U01197,C0284,2025-11-15 21:58:30,4,Sí,Actuación
K01645,U01197,C0223,2025-11-19 21:43:17,4,Sí,Experiencia general
K01646,U00875,C0318,2025-06-20 23:21:57,3,No,Calidad técnica
K01647,U00875,C0023,2025-04-22 19:05:13,4,Sí,Historia
K01648,U00206,C0200,2025-03-08 19:21:45,4,Sí,Historia
K01649,U00206,C0357,2025-06-27 00:43:31,5,Sí,Historia
K01650,U00206,C0116,2025-02-20 22:06:34,4,Sí,Historia
K01651,U00206,C0094,2025-10-19 22:58:00,3,No,Contenido
K01652,U00206,C0322,2025-02-21 13:16:38,3,No,Contenido
K01653,U00595,C0312,2025-07-07 18:57:09,4,Sí,Experiencia general
K01654,U00595,C0070,2025-07-14 18:19:33,5,Sí,Contenido
K01655,U00595,C0141,2025-01-11 20:25:43,4,Sí,Experiencia general
K01656,U00930,C0322,2025-04-09 21:12:58,4,Sí,Contenido
K01657,U00950,C0415,2025-01-11 10:46:49,5,Sí,Historia
K01658,U00950,C0264,2025-01-21 17:56:30,4,Sí,Actuación
K01659,U00648,C0388,2025-09-02 12:30:16,3,No,Experiencia general
K01660,U01084,C0252,2025-12-04 20:47:39,5,Sí,Historia
K01661,U01084,C0155,2025-10-24 19:59:24,4,Sí,Contenido
K01662,U01084,C0416,2025-11-21 16:25:40,4,Sí,Experiencia general
K01663,U01084,C0325,2025-11-05 07:46:27,4,Sí,Experiencia general
K01664,U01084,C0071,2025-09-18 10:05:24,4,Sí,Historia
K01665,U01317,C0190,2025-12-31 23:59:59,5,Sí,Historia
K01666,U01317,C0030,2025-12-21 20:31:46,4,Sí,Calidad técnica
K01667,U01317,C0141,2025-10-28 15:04:02,3,No,Contenido
K01668,U01317,C0020,2025-11-11 10:39:18,5,Sí,Contenido
K01669,U00534,C0192,2025-02-25 22:16:31,4,Sí,Contenido
K01670,U00534,C0401,2025-05-13 11:30:20,4,Sí,Contenido
K01671,U00492,C0353,2025-12-31 23:59:59,4,Sí,Experiencia general
K01672,U00492,C0412,2025-07-10 07:11:37,3,No,Actuación
K01673,U01391,C0011,2025-09-09 17:24:20,4,Sí,Contenido
K01674,U01272,C0258,2025-04-06 21:54:42,4,Sí,Contenido
K01675,U01272,C0191,2025-03-21 15:37:35,3,No,Historia
K01676,U01272,C0319,2025-02-11 12:35:21,4,Sí,Contenido
K01677,U00523,C0282,2025-01-22 16:13:18,5,Sí,Historia
K01678,U00523,C0072,2025-01-22 11:03:57,4,Sí,Contenido
K01679,U00523,C0275,2025-06-26 22:52:24,4,Sí,Historia
K01680,U01425,C0130,2025-01-09 11:15:50,4,Sí,Actuación
K01681,U01425,C0396,2025-04-23 16:36:41,3,No,Experiencia general
K01682,U00898,C0377,2025-03-21 08:45:15,4,Sí,Experiencia general
K01683,U00898,C0159,2025-05-28 12:03:44,4,Sí,Historia
K01684,U00898,C0170,2025-04-02 18:51:28,3,No,Contenido
K01685,U00898,C0208,2025-12-31 23:59:59,4,Sí,Experiencia general
K01686,U00594,C0241,2025-05-21 17:57:04,4,Sí,Contenido
K01687,U00594,C0023,2025-08-08 22:28:09,4,Sí,Experiencia general
K01688,U00594,C0021,2025-07-17 10:56:46,4,Sí,Contenido
K01689,U00594,C0110,2025-07-25 20:10:56,5,Sí,Actuación
K01690,U00594,C0037,2025-07-16 20:35:51,4,Sí,Contenido
K01691,U01030,C0274,2025-04-15 17:34:43,4,Sí,Experiencia general
K01692,U01228,C0240,2025-10-14 19:35:19,4,Sí,Contenido
K01693,U01472,C0404,2025-06-03 22:03:50,3,No,Historia
K01694,U00285,C0162,2025-04-14 21:07:15,4,Sí,Contenido
K01695,U01161,C0207,2025-10-24 05:29:44,4,Sí,Experiencia general
K01696,U01161,C0396,2025-01-14 14:42:37,4,Sí,Calidad técnica
K01697,U01161,C0187,2025-02-01 22:02:44,4,Sí,Contenido
K01698,U01161,C0377,2025-11-25 13:51:26,4,Sí,Historia
K01699,U00909,C0297,2025-10-05 15:06:22,4,Sí,Historia
K01700,U00909,C0123,2025-10-24 23:57:27,4,Sí,Historia
K01701,U00909,C0276,2025-11-07 21:37:18,4,Sí,Contenido
K01702,U01050,C0073,2025-03-31 13:12:45,4,Sí,Experiencia general
K01703,U01050,C0353,2025-08-31 09:28:54,4,Sí,Historia
K01704,U01050,C0402,2025-03-31 16:02:58,4,Sí,Historia
K01705,U01013,C0257,2025-10-20 15:39:21,4,Sí,Contenido
K01706,U01013,C0351,2025-11-04 21:13:41,4,Sí,Experiencia general
K01707,U00588,C0236,2025-12-26 08:06:40,5,Sí,Historia
K01708,U00588,C0224,2025-12-04 07:48:43,4,Sí,Actuación
K01709,U00588,C0343,2025-12-31 23:59:59,4,Sí,Actuación
K01710,U00147,C0271,2025-04-01 22:56:04,4,Sí,Experiencia general
K01711,U00147,C0409,2025-05-21 20:34:11,4,Sí,Contenido
K01712,U00147,C0048,2025-09-25 21:41:26,3,No,Historia
K01713,U00147,C0239,2025-02-20 10:33:24,4,Sí,Experiencia general
K01714,U01184,C0156,2025-01-25 15:25:17,4,Sí,Historia
K01715,U01184,C0158,2025-06-30 22:23:07,4,Sí,Experiencia general
K01716,U00239,C0118,2025-01-28 18:58:37,4,Sí,Experiencia general
K01717,U00239,C0283,2025-05-28 20:29:24,4,Sí,Calidad técnica
K01718,U00239,C0361,2025-12-20 16:43:50,4,Sí,Actuación
K01719,U00280,C0407,2025-03-06 23:01:46,4,Sí,Contenido
K01720,U00280,C0296,2025-11-28 19:44:11,4,Sí,Historia
K01721,U00445,C0295,2025-09-13 14:47:39,4,Sí,Historia
K01722,U00445,C0109,2025-09-26 16:35:55,4,Sí,Actuación
K01723,U00445,C0310,2025-08-16 17:00:07,4,Sí,Experiencia general
K01724,U01003,C0408,2025-11-13 21:44:58,4,Sí,Contenido
K01725,U00917,C0138,2025-12-21 20:50:11,4,Sí,Contenido
K01726,U00917,C0268,2025-10-13 15:18:07,4,Sí,Contenido
K01727,U00343,C0245,2025-09-11 00:49:54,3,No,Historia
K01728,U00806,C0202,2025-07-09 10:48:38,4,Sí,Experiencia general
K01729,U00806,C0158,2025-07-08 08:47:39,4,Sí,Contenido
K01730,U01144,C0089,2025-08-29 17:17:04,5,Sí,Historia
K01731,U01144,C0295,2025-07-28 23:00:23,4,Sí,Actuación
K01732,U01144,C0402,2025-08-24 20:30:30,3,No,Experiencia general
K01733,U01418,C0006,2025-08-15 22:51:59,4,Sí,Contenido
K01734,U01418,C0036,2025-02-18 20:56:12,4,Sí,Contenido
K01735,U01241,C0283,2025-01-31 22:20:29,4,Sí,Experiencia general
K01736,U01241,C0087,2025-01-14 14:03:36,4,Sí,Contenido
K01737,U00183,C0402,2025-01-28 11:18:13,4,Sí,Experiencia general
K01738,U01002,C0284,2025-05-10 12:16:35,4,Sí,Actuación
K01739,U00649,C0349,2025-07-07 16:24:28,4,Sí,Contenido
K01740,U00989,C0061,2025-06-24 19:42:13,4,Sí,Actuación
K01741,U00989,C0117,2025-11-08 17:44:29,4,Sí,Experiencia general
K01742,U00989,C0172,2025-08-24 17:53:21,3,No,Historia
K01743,U00989,C0198,2025-07-04 06:25:09,3,No,Contenido
K01744,U00767,C0131,2025-08-13 10:44:41,3,No,Historia
K01745,U00767,C0251,2025-09-07 10:18:34,4,Sí,Actuación
K01746,U00767,C0373,2025-02-07 11:17:53,4,Sí,Calidad técnica
K01747,U00509,C0364,2025-12-14 18:18:46,4,Sí,Contenido
K01748,U00509,C0193,2025-06-07 17:46:03,4,Sí,Contenido
K01749,U01490,C0411,2025-04-04 23:33:26,4,Sí,Historia
K01750,U00825,C0216,2025-05-29 22:08:36,5,Sí,Contenido
K01751,U00825,C0096,2025-10-01 21:13:32,5,Sí,Contenido
K01752,U00626,C0344,2025-11-28 22:57:42,3,No,Contenido
K01753,U00626,C0359,2025-10-03 11:54:21,4,Sí,Contenido
K01754,U00626,C0098,2025-10-20 18:37:55,4,Sí,Calidad técnica
K01755,U00220,C0323,2025-10-24 19:36:43,5,Sí,Contenido
K01756,U00220,C0249,2025-07-04 01:49:35,4,Sí,Actuación
K01757,U00220,C0368,2025-10-20 19:20:08,4,Sí,Contenido
K01758,U01340,C0127,2025-09-02 02:54:52,3,No,Experiencia general
K01759,U01340,C0223,2025-02-06 12:19:05,4,Sí,Actuación
K01760,U00045,C0416,2025-01-30 09:44:19,4,Sí,Historia
K01761,U00045,C0185,2025-01-02 08:37:27,4,Sí,Contenido
K01762,U00232,C0332,2025-05-14 20:29:55,4,Sí,Historia
K01763,U01096,C0155,2025-11-21 11:13:03,3,No,Historia
K01764,U01096,C0076,2025-12-17 18:53:38,4,Sí,Contenido
K01765,U00040,C0060,2025-10-04 21:26:06,4,Sí,Calidad técnica
K01766,U00040,C0198,2025-11-11 21:23:32,4,Sí,Experiencia general
K01767,U00040,C0233,2025-10-13 15:49:18,4,Sí,Historia
K01768,U00040,C0185,2025-07-01 20:31:22,4,Sí,Actuación
K01769,U00318,C0119,2025-12-05 15:16:48,5,Sí,Historia
K01770,U00318,C0320,2025-02-19 21:17:09,4,Sí,Experiencia general
K01771,U00550,C0414,2025-07-30 23:35:59,5,Sí,Historia
K01772,U01134,C0048,2025-03-11 21:03:05,4,Sí,Historia
K01773,U00052,C0196,2025-01-29 16:46:10,4,Sí,Historia
K01774,U00052,C0072,2025-09-29 18:15:39,5,Sí,Historia
K01775,U01154,C0346,2025-05-21 19:52:18,4,Sí,Contenido
K01776,U00689,C0100,2025-11-07 21:22:53,4,Sí,Actuación
K01777,U00689,C0412,2025-06-25 23:28:34,4,Sí,Calidad técnica
K01778,U00689,C0102,2025-04-28 21:59:30,5,Sí,Contenido
K01779,U00689,C0218,2025-08-06 08:49:11,4,Sí,Historia
K01780,U01246,C0318,2025-11-05 00:32:17,5,Sí,Contenido
K01781,U01246,C0395,2025-02-21 15:01:36,4,Sí,Experiencia general
K01782,U01438,C0115,2025-10-13 18:55:33,4,Sí,Calidad técnica
K01783,U01438,C0132,2025-10-31 21:30:35,5,Sí,Contenido
K01784,U00149,C0143,2025-02-24 20:11:52,4,Sí,Actuación
K01785,U00149,C0153,2025-03-17 13:23:26,4,Sí,Historia
K01786,U00149,C0047,2025-06-30 15:56:39,3,No,Contenido
K01787,U00149,C0213,2025-05-12 20:41:19,4,Sí,Historia
K01788,U01383,C0028,2025-07-27 09:26:30,3,No,Contenido
K01789,U01383,C0118,2025-08-22 20:56:29,4,Sí,Experiencia general
K01790,U01383,C0133,2025-05-28 15:40:38,4,Sí,Contenido
K01791,U00870,C0147,2025-09-03 16:35:52,4,Sí,Experiencia general
K01792,U00299,C0264,2025-11-21 22:39:12,4,Sí,Contenido
K01793,U00979,C0157,2025-12-02 08:54:13,4,Sí,Calidad técnica
K01794,U00259,C0066,2025-09-09 00:44:10,3,No,Calidad técnica
K01795,U00259,C0127,2025-11-16 22:30:59,4,Sí,Calidad técnica
K01796,U00259,C0280,2025-11-12 00:28:17,5,Sí,Experiencia general
K01797,U01358,C0180,2025-09-23 17:36:36,3,No,Contenido
K01798,U00687,C0271,2025-05-03 19:04:13,4,Sí,Contenido
K01799,U01379,C0110,2025-10-09 21:39:44,4,Sí,Experiencia general
K01800,U00539,C0244,2025-06-21 06:33:59,4,Sí,Contenido
K01801,U00539,C0293,2025-06-29 09:29:51,4,Sí,Historia
K01802,U00539,C0258,2025-07-26 05:33:35,4,Sí,Contenido
K01803,U00539,C0190,2025-08-29 21:10:09,4,Sí,Contenido
K01804,U01414,C0099,2025-12-04 14:04:39,4,Sí,Contenido
K01805,U01414,C0034,2025-12-31 23:59:59,4,Sí,Historia
K01806,U01001,C0146,2025-11-02 02:57:10,4,Sí,Historia
K01807,U01001,C0296,2025-10-11 13:31:38,3,No,Contenido
K01808,U01001,C0348,2025-09-13 19:21:46,5,Sí,Experiencia general
K01809,U01001,C0245,2025-12-28 15:38:32,4,Sí,Calidad técnica
K01810,U00077,C0066,2025-04-21 18:16:34,4,Sí,Contenido
K01811,U00077,C0157,2025-03-07 18:29:43,4,Sí,Historia
K01812,U00879,C0034,2025-02-13 16:55:47,4,Sí,Contenido
K01813,U00879,C0274,2025-01-17 18:20:45,3,No,Experiencia general
K01814,U00879,C0392,2025-01-18 23:20:45,4,Sí,Contenido
K01815,U00879,C0126,2025-02-05 18:42:19,3,No,Historia
K01816,U00096,C0335,2025-10-26 21:28:46,3,No,Historia
K01817,U00096,C0029,2025-06-01 07:15:19,4,Sí,Contenido
K01818,U00096,C0024,2025-09-19 23:15:44,4,Sí,Calidad técnica
K01819,U00364,C0127,2025-10-15 09:11:26,4,Sí,Actuación
K01820,U00364,C0309,2025-10-12 19:47:16,4,Sí,Experiencia general
K01821,U00364,C0420,2025-02-11 14:42:41,4,Sí,Contenido
K01822,U00364,C0114,2025-08-02 17:03:23,4,Sí,Historia
K01823,U00364,C0378,2025-03-22 10:08:20,3,No,Historia
K01824,U01157,C0230,2025-02-25 00:45:00,4,Sí,Experiencia general
K01825,U01157,C0017,2025-03-05 21:00:38,4,Sí,Contenido
K01826,U01157,C0352,2025-01-19 20:11:35,4,Sí,Contenido
K01827,U01157,C0140,2025-03-17 17:39:05,3,No,Experiencia general
K01828,U01040,C0407,2025-01-19 17:17:13,3,No,Experiencia general
K01829,U00700,C0335,2025-11-27 17:53:57,4,Sí,Calidad técnica
K01830,U00700,C0263,2025-10-30 19:58:57,4,Sí,Calidad técnica
K01831,U00311,C0380,2025-12-21 03:43:30,5,Sí,Calidad técnica
K01832,U01419,C0203,2025-10-31 20:09:08,4,Sí,Contenido
K01833,U01419,C0331,2025-10-27 19:02:28,4,Sí,Actuación
K01834,U01419,C0123,2025-04-11 21:58:35,4,Sí,Experiencia general
K01835,U01251,C0335,2025-06-03 08:41:10,3,No,Actuación
K01836,U01251,C0229,2025-05-09 19:15:42,4,Sí,Contenido
K01837,U01251,C0346,2025-07-25 17:48:09,3,No,Historia
K01838,U00322,C0040,2025-11-15 14:10:46,3,No,Historia
K01839,U00322,C0310,2025-11-06 14:48:29,3,No,Calidad técnica
K01840,U00322,C0282,2025-03-10 10:44:53,3,No,Historia
K01841,U01127,C0414,2025-12-15 11:13:56,3,No,Calidad técnica
K01842,U01127,C0400,2025-09-29 18:41:06,4,Sí,Calidad técnica
K01843,U01127,C0012,2025-09-07 21:17:51,4,Sí,Experiencia general
K01844,U01127,C0223,2025-09-23 18:27:27,5,Sí,Calidad técnica
K01845,U01133,C0081,2025-04-07 20:33:47,4,Sí,Calidad técnica
K01846,U00710,C0367,2025-08-30 17:37:33,3,No,Calidad técnica
K01847,U00710,C0339,2025-11-25 09:17:14,3,No,Historia
K01848,U00710,C0076,2025-08-29 22:03:35,4,Sí,Calidad técnica
K01849,U00710,C0135,2025-11-29 21:24:04,4,Sí,Contenido
K01850,U00710,C0046,2025-10-07 16:52:05,4,Sí,Historia
K01851,U00699,C0303,2025-11-03 10:18:22,4,Sí,Actuación
K01852,U00699,C0049,2025-04-24 15:22:15,4,Sí,Contenido
K01853,U00699,C0347,2025-01-14 19:26:13,4,Sí,Historia
K01854,U00699,C0132,2025-05-28 19:56:52,3,No,Contenido
K01855,U00699,C0410,2025-06-07 17:01:13,4,Sí,Experiencia general
K01856,U00255,C0304,2025-03-01 06:54:43,4,Sí,Contenido
K01857,U00255,C0082,2025-01-22 23:37:00,4,Sí,Calidad técnica
K01858,U00255,C0260,2025-01-25 23:08:47,4,Sí,Historia
K01859,U00255,C0255,2025-01-21 20:47:50,4,Sí,Contenido
K01860,U00255,C0396,2025-02-23 11:42:08,5,Sí,Contenido
K01861,U00048,C0383,2025-09-19 18:43:55,5,Sí,Historia
K01862,U00048,C0364,2025-12-01 19:49:58,4,Sí,Actuación
K01863,U00048,C0335,2025-09-13 19:52:50,4,Sí,Historia
K01864,U00048,C0178,2025-09-27 22:34:23,3,No,Actuación
K01865,U01460,C0078,2025-09-20 14:45:06,3,No,Contenido
K01866,U01460,C0290,2025-09-16 16:34:44,4,Sí,Experiencia general
K01867,U01460,C0036,2025-10-03 07:37:17,4,Sí,Contenido
K01868,U01460,C0095,2025-10-31 17:42:29,4,Sí,Experiencia general
K01869,U01460,C0042,2025-08-24 09:18:18,4,Sí,Historia
K01870,U00065,C0060,2025-11-08 23:49:02,5,Sí,Historia
K01871,U00065,C0265,2025-10-10 15:49:34,4,Sí,Calidad técnica
K01872,U01198,C0300,2025-08-22 20:01:06,4,Sí,Historia
K01873,U01198,C0095,2025-10-10 18:26:13,4,Sí,Actuación
K01874,U01198,C0273,2025-11-27 17:11:16,3,No,Experiencia general
K01875,U00991,C0361,2025-06-14 20:14:46,5,Sí,Historia
K01876,U00686,C0055,2025-04-30 08:53:18,4,Sí,Historia
K01877,U00686,C0386,2025-12-06 20:22:50,3,No,Experiencia general
K01878,U00686,C0411,2025-10-25 20:27:01,4,Sí,Historia
K01879,U00686,C0296,2025-10-01 11:24:46,4,Sí,Contenido
K01880,U01014,C0322,2025-05-24 10:33:11,3,No,Actuación
K01881,U00059,C0109,2025-10-31 23:55:09,4,Sí,Historia
K01882,U00059,C0326,2025-08-30 21:23:19,4,Sí,Actuación
K01883,U00059,C0155,2025-07-20 20:05:29,4,Sí,Historia
K01884,U00067,C0274,2025-08-29 22:42:38,4,Sí,Experiencia general
K01885,U00321,C0333,2025-10-15 13:41:44,4,Sí,Historia
K01886,U00321,C0272,2025-06-10 21:22:44,4,Sí,Contenido
K01887,U00725,C0025,2025-10-27 15:15:02,4,Sí,Historia
K01888,U00725,C0318,2025-08-16 21:41:30,4,Sí,Historia
K01889,U01476,C0081,2025-01-22 21:51:59,4,Sí,Experiencia general
K01890,U01476,C0161,2025-03-08 18:02:27,5,Sí,Historia
K01891,U01476,C0258,2025-06-01 19:17:00,4,Sí,Contenido
K01892,U01476,C0189,2025-08-11 12:52:29,3,No,Historia
K01893,U00349,C0294,2025-09-18 14:58:30,4,Sí,Historia
K01894,U00792,C0293,2025-09-19 16:53:41,4,Sí,Actuación
K01895,U00792,C0228,2025-07-07 18:35:03,3,No,Calidad técnica
K01896,U00894,C0224,2025-08-10 16:23:05,3,No,Experiencia general
K01897,U00368,C0182,2025-06-01 20:30:14,3,No,Historia
K01898,U00653,C0058,2025-05-02 20:49:50,4,Sí,Historia
K01899,U00653,C0418,2025-07-13 19:58:26,5,Sí,Calidad técnica
K01900,U01311,C0159,2025-01-23 20:30:00,4,Sí,Historia
K01901,U01311,C0369,2025-05-12 18:15:00,4,Sí,Actuación
K01902,U01311,C0385,2025-06-07 19:09:57,4,Sí,Experiencia general
K01903,U01311,C0188,2025-05-18 21:10:22,3,No,Contenido
K01904,U01481,C0103,2025-10-09 10:06:38,4,Sí,Contenido
K01905,U01481,C0294,2025-04-19 17:41:40,4,Sí,Experiencia general
K01906,U01481,C0254,2025-12-07 20:29:01,4,Sí,Contenido
K01907,U00877,C0061,2025-05-10 20:10:34,3,No,Experiencia general
K01908,U00877,C0299,2025-05-23 10:50:25,4,Sí,Experiencia general
K01909,U00877,C0106,2025-04-20 21:29:38,4,Sí,Contenido
K01910,U00877,C0415,2025-04-14 21:32:26,4,Sí,Historia
K01911,U01458,C0058,2025-10-25 13:27:29,4,Sí,Experiencia general
K01912,U01458,C0088,2025-10-30 14:54:52,3,No,Contenido
K01913,U01458,C0195,2025-10-18 17:32:25,4,Sí,Calidad técnica
K01914,U01458,C0032,2025-11-09 21:27:54,3,No,Calidad técnica
K01915,U01458,C0286,2025-12-08 11:06:40,4,Sí,Historia
K01916,U01178,C0397,2025-01-14 20:07:43,4,Sí,Contenido
K01917,U01178,C0136,2025-05-01 00:58:05,3,No,Contenido
K01918,U01178,C0412,2025-07-26 17:50:17,5,Sí,Historia
K01919,U01178,C0355,2025-04-17 17:16:55,5,Sí,Contenido
K01920,U01178,C0134,2025-07-23 22:47:43,4,Sí,Historia
K01921,U00627,C0201,2025-08-09 20:40:38,4,Sí,Contenido
K01922,U00627,C0235,2025-01-25 16:12:28,4,Sí,Experiencia general
K01923,U00511,C0412,2025-07-01 19:20:14,4,Sí,Experiencia general
K01924,U00840,C0407,2025-11-18 18:11:45,4,Sí,Historia
K01925,U00840,C0210,2025-12-25 11:05:35,5,Sí,Calidad técnica
K01926,U00840,C0227,2025-11-02 20:18:17,4,Sí,Contenido
K01927,U00247,C0272,2025-07-20 16:30:06,4,Sí,Experiencia general
K01928,U00247,C0133,2025-08-20 14:13:53,4,Sí,Contenido
K01929,U00247,C0286,2025-04-03 19:11:27,4,Sí,Contenido
